State,Poll Type,Pollster,Start Date,End Date,Clinton,Trump,Clinton Adjusted,Trump Adjusted,Electoral Votes
District of Columbia,now-cast,SurveyMonkey,10/25/2016,10/31/2016,88.0,4.0,86.7087,4.674119,1.0
Arizona,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,33.95,34.56,41.71236,43.46662,15.0
California,now-cast,SurveyMonkey,10/18/2016,10/26/2016,54.0,31.0,52.55834,32.64762,58.0
Mississippi,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,17.52,52.99,24.642960000000002,62.19354000000001,82.0
Texas,now-cast,SurveyMonkey,10/24/2016,10/30/2016,42.0,46.0,40.640229999999995,46.601459999999996,254.0
Louisiana,now-cast,SurveyMonkey,10/30/2016,11/6/2016,38.0,52.0,36.58726,51.400690000000004,64.0
New Mexico,now-cast,SurveyMonkey,10/24/2016,10/30/2016,45.0,33.0,43.65805,33.69335,33.0
New Hampshire,now-cast,SurveyMonkey,10/29/2016,11/4/2016,48.0,38.0,46.71689,37.71604,10.0
Virginia,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,36.24,28.95,43.78705,38.5103,134.0
North Dakota,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,22.03,43.01,29.767879999999998,53.40105,53.0
Wyoming,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,26.27,41.75,34.016459999999995,51.65663,23.0
Tennessee,now-cast,SurveyMonkey,10/28/2016,11/3/2016,41.0,49.0,39.661609999999996,48.780609999999996,95.0
Nevada,now-cast,SurveyMonkey,10/29/2016,11/4/2016,42.0,43.0,40.66511,42.64804,17.0
Wyoming,now-cast,SurveyMonkey,10/17/2016,10/25/2016,25.0,59.0,23.56857,60.87516,23.0
Wyoming,now-cast,SurveyMonkey,10/28/2016,11/3/2016,21.0,61.0,19.68326,60.81973000000001,23.0
Virginia,now-cast,SurveyMonkey,10/20/2016,10/28/2016,49.0,39.0,47.56573,40.22248,134.0
Arizona,now-cast,SurveyMonkey,10/8/2016,10/16/2016,41.0,44.0,39.85229,46.70585,15.0
West Virginia,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,24.42,48.57,31.17057,57.32336,55.0
New Hampshire,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,45.98,31.22,51.34702,36.75335,10.0
Idaho,now-cast,SurveyMonkey,11/1/2016,11/7/2016,29.0,47.0,27.5571,46.36782,44.0
Utah,now-cast,SurveyMonkey,8/9/2016,9/1/2016,27.0,34.0,29.28408,39.60787,29.0
California,now-cast,SurveyMonkey,6/9/2016,6/10/2016,54.0,28.0,55.19396999999999,31.70545,58.0
Kentucky,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,29.61,40.67,37.1246,49.16209,120.0
Louisiana,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,21.92,53.7,27.23782000000001,59.207980000000006,64.0
Alaska,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,20.82,39.24,28.5826,48.05578,29.0
Georgia,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,25.87,43.94,33.31754,52.907759999999996,159.0
Ohio,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,29.08,35.47,36.85514000000001,44.61886,88.0
Nevada,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,35.2,33.06,41.90979,41.72768,17.0
Idaho,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,27.19,42.68,33.96307,51.48065,44.0
Idaho,now-cast,SurveyMonkey,10/24/2016,10/30/2016,31.0,49.0,29.65953,49.70097,44.0
New Jersey,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,43.94,28.62,49.28711,36.45693,21.0
Maryland,now-cast,SurveyMonkey,10/25/2016,10/31/2016,63.0,27.0,61.64167,27.3863,24.0
Kentucky,now-cast,SurveyMonkey,10/17/2016,10/25/2016,29.0,60.0,27.55605,61.69931,120.0
Vermont,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,57.02,16.11,63.14719,25.40079,14.0
Minnesota,now-cast,SurveyMonkey,10/18/2016,10/26/2016,47.0,37.0,45.563959999999994,38.72388,87.0
New Mexico,now-cast,SurveyMonkey,10/30/2016,11/6/2016,40.0,36.0,38.62092,35.42091,33.0
Alabama,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,22.36,56.83,27.679309999999997,64.28975,67.0
California,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,46.59,28.33,53.31746,37.03479,58.0
West Virginia,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,22.99,52.23,30.84434000000001,61.491859999999996,55.0
Pennsylvania,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,33.0,34.57,40.671479999999995,43.57097,67.0
Kansas,now-cast,SurveyMonkey,10/28/2016,11/3/2016,36.0,49.0,34.67986,48.81358,105.0
Tennessee,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,31.62,42.73,38.28299000000001,51.29932,95.0
South Dakota,now-cast,SurveyMonkey,10/28/2016,11/3/2016,31.0,52.0,29.68399,51.82104,66.0
Wyoming,now-cast,SurveyMonkey,10/20/2016,10/28/2016,24.0,60.0,22.581,61.38556,23.0
Iowa,now-cast,SurveyMonkey,10/30/2016,11/6/2016,37.0,47.0,35.62593,46.42392,99.0
Minnesota,now-cast,SurveyMonkey,10/20/2016,10/28/2016,47.0,37.0,45.58079,38.383309999999994,87.0
Pennsylvania,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,38.86,36.06,44.469159999999995,44.70518,67.0
North Carolina,now-cast,SurveyMonkey,10/27/2016,11/2/2016,49.0,41.0,47.64904,40.943459999999995,100.0
Tennessee,now-cast,SurveyMonkey,10/24/2016,10/30/2016,39.0,51.0,37.64059,51.60329,95.0
New Hampshire,now-cast,SurveyMonkey,10/26/2016,11/1/2016,49.0,35.0,47.71471,35.397059999999996,10.0
Indiana,now-cast,SurveyMonkey,10/17/2016,10/25/2016,35.0,48.0,33.55295,49.65586,92.0
North Dakota,now-cast,SurveyMonkey,11/1/2016,11/7/2016,29.0,57.0,27.56788,56.373369999999994,53.0
New Jersey,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,36.27,33.98,44.04918,42.90916,21.0
Arkansas,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,33.78,40.6,41.48798,49.65305,75.0
Arkansas,now-cast,SurveyMonkey,10/18/2016,10/26/2016,34.0,53.0,32.55127,54.55169,75.0
Arkansas,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,30.81,46.85,36.141459999999995,52.36502,75.0
Washington,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,40.49,26.91,48.45257,36.67731,39.0
Oregon,now-cast,SurveyMonkey,11/1/2016,11/7/2016,50.0,35.0,48.56203,34.37036,36.0
Oklahoma,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,27.28,39.25,34.66652,48.96253,77.0
Utah,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,22.75,27.5,30.32487,37.57626,29.0
Montana,now-cast,SurveyMonkey,8/9/2016,9/1/2016,31.0,44.0,33.36292,49.74262,56.0
Utah,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,26.62,21.68,32.06398,30.242079999999998,29.0
Michigan,now-cast,SurveyMonkey,10/27/2016,11/2/2016,45.0,42.0,43.672909999999995,42.0033,83.0
Kentucky,now-cast,Google Consumer Surveys,7/5/2016,7/7/2016,28.3,33.6,35.28791,43.07173,120.0
Illinois,now-cast,SurveyMonkey,10/28/2016,11/3/2016,52.0,37.0,50.66632,36.789120000000004,102.0
Missouri,now-cast,SurveyMonkey,10/29/2016,11/4/2016,41.0,48.0,39.656279999999995,47.63644,115.0
New York,now-cast,SurveyMonkey,10/25/2016,10/31/2016,56.0,33.0,54.65495,33.443329999999996,62.0
Indiana,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,34.59,30.45,42.22586,39.71012,92.0
Colorado,now-cast,SurveyMonkey,10/29/2016,11/4/2016,43.0,40.0,41.68134000000001,39.66936,64.0
Utah,now-cast,SurveyMonkey,10/26/2016,11/1/2016,30.0,34.0,28.651159999999997,34.20381,29.0
Alabama,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,19.45,56.59,25.95317,64.82351,67.0
Maine,now-cast,SurveyMonkey,10/18/2016,10/26/2016,52.0,35.0,50.58109,36.95615,16.0
Missouri,now-cast,SurveyMonkey,10/24/2016,10/30/2016,39.0,46.0,37.64032,46.60192,115.0
North Dakota,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,26.31,45.08,34.28967,54.27786999999999,53.0
Mississippi,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,31.1,45.01,36.492459999999994,52.983880000000006,82.0
West Virginia,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,30.64,40.3,37.98739000000001,48.86403,55.0
Delaware,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,38.21,34.88,43.64482,41.44976,3.0
Idaho,now-cast,SurveyMonkey,10/25/2016,10/31/2016,31.0,49.0,29.663359999999997,49.47943,44.0
Connecticut,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,38.62,29.29,43.96948,34.81431,8.0
Wisconsin,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,43.17,31.05,48.51255,36.57074,72.0
Kansas,now-cast,SurveyMonkey,10/18/2016,10/26/2016,36.0,48.0,34.56211,49.69869,105.0
California,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,45.47,30.35,52.78555,38.86824,58.0
New Hampshire,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,41.91,29.45,47.39326,38.46066,10.0
Hawaii,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,43.2,31.59,51.06005,40.532959999999996,5.0
Iowa,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,36.61,27.19,42.66127,36.17476,99.0
Washington,now-cast,SurveyMonkey,10/26/2016,11/1/2016,54.0,34.0,52.686659999999996,34.302279999999996,39.0
Arkansas,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,31.74,42.42,39.41102,51.7347,75.0
California,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,46.27,26.85,51.71152,33.44852,58.0
Maryland,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,48.93,21.31,56.33021,31.04895,24.0
Wisconsin,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,41.78,27.01,47.12888,34.87092,72.0
Louisiana,now-cast,SurveyMonkey,10/29/2016,11/4/2016,38.0,52.0,36.63375,51.60686,64.0
North Carolina,now-cast,SurveyMonkey,10/28/2016,11/3/2016,48.0,42.0,46.64865,41.75719,100.0
Vermont,now-cast,SurveyMonkey,10/24/2016,10/30/2016,51.0,25.0,49.68797,25.84763,14.0
Virginia,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,34.05,36.57,40.02365,45.2419,134.0
Virginia,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,40.29,25.98,47.69925,35.73642,134.0
Louisiana,now-cast,SurveyMonkey,8/9/2016,9/1/2016,33.0,49.0,34.91908,53.98399000000001,64.0
Utah,now-cast,SurveyMonkey,10/24/2016,10/30/2016,30.0,33.0,28.62865,33.62269000000001,29.0
Hawaii,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,42.98,22.49,50.90586,32.70819,5.0
Alabama,now-cast,SurveyMonkey,10/28/2016,11/3/2016,36.0,52.0,34.631859999999996,51.726859999999995,67.0
Texas,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,29.79,41.49,35.40454000000001,50.17451,254.0
North Carolina,now-cast,SurveyMonkey,10/18/2016,10/26/2016,48.0,43.0,46.5433,44.44368,100.0
Colorado,now-cast,SurveyMonkey,10/27/2016,11/2/2016,44.0,40.0,42.687290000000004,40.03934,64.0
Florida,now-cast,SurveyMonkey,10/8/2016,10/16/2016,43.0,45.0,41.83788,47.60045,67.0
Arkansas,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,36.72,38.33,42.05739000000001,46.03495,75.0
Montana,now-cast,SurveyMonkey,10/20/2016,10/28/2016,35.0,51.0,33.585190000000004,52.43026,56.0
New Hampshire,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,40.36,38.63,48.04148,47.6746,10.0
Nevada,now-cast,SurveyMonkey,10/25/2016,10/31/2016,43.0,42.0,41.65232,42.43202,17.0
Texas,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,31.75,39.97,37.727,48.65538,254.0
Massachusetts,now-cast,SurveyMonkey,10/28/2016,11/3/2016,56.0,29.0,54.72792,28.90042,14.0
Missouri,now-cast,SurveyMonkey,10/30/2016,11/6/2016,40.0,48.0,38.60559,47.4117,115.0
Hawaii,now-cast,SurveyMonkey,10/28/2016,11/3/2016,52.0,29.0,50.70412,28.85742,5.0
Hawaii,now-cast,SurveyMonkey,10/27/2016,11/2/2016,52.0,31.0,50.70459,31.08268,5.0
New Jersey,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,42.4,28.6,49.95465,38.637209999999996,21.0
New Mexico,now-cast,SurveyMonkey,8/9/2016,9/1/2016,37.0,29.0,39.28396,34.60765,33.0
Mississippi,now-cast,SurveyMonkey,10/29/2016,11/4/2016,40.0,50.0,38.62036,49.589259999999996,82.0
Iowa,now-cast,SurveyMonkey,8/9/2016,9/1/2016,36.0,40.0,38.33821,45.70037,99.0
Oklahoma,now-cast,SurveyMonkey,11/1/2016,11/7/2016,32.0,57.0,30.542679999999997,56.360380000000006,77.0
Nevada,now-cast,SurveyMonkey,10/28/2016,11/3/2016,43.0,44.0,41.670320000000004,43.79635,17.0
Oregon,now-cast,SurveyMonkey,10/27/2016,11/2/2016,51.0,36.0,49.69103,36.04871,36.0
Arizona,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,41.78,31.4,47.21992,39.91576,15.0
Florida,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,36.93,39.19,42.553999999999995,47.943709999999996,67.0
Texas,now-cast,SurveyMonkey,10/18/2016,10/26/2016,40.0,47.0,38.55088,48.54642,254.0
Nebraska,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,25.43,46.87,30.77628,54.69548,93.0
New Mexico,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,38.58,31.99,44.02798,38.61626,33.0
Louisiana,now-cast,SurveyMonkey,10/28/2016,11/3/2016,37.0,52.0,35.63839,51.738640000000004,64.0
Alabama,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,21.28,55.58,28.7142,64.24243,67.0
Alaska,now-cast,SurveyMonkey,10/27/2016,11/2/2016,35.0,47.0,33.69296,47.05355,29.0
Oklahoma,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,29.34,44.56,37.00602,53.553169999999994,77.0
Missouri,now-cast,SurveyMonkey,10/17/2016,10/25/2016,36.0,50.0,34.55503,51.68501,115.0
Colorado,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,40.49,23.95,48.26735,33.910270000000004,64.0
Kansas,now-cast,SurveyMonkey,8/9/2016,9/1/2016,30.0,43.0,32.27839,48.59814,105.0
Arizona,now-cast,SurveyMonkey,10/18/2016,10/26/2016,42.0,43.0,40.55986,44.66816,15.0
Rhode Island,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,52.2,25.04,58.37769,34.53434,5.0
Kansas,now-cast,SurveyMonkey,10/25/2016,10/31/2016,36.0,47.0,34.66126,47.47041,105.0
Montana,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,35.91,28.11,43.71112,38.11156,56.0
Missouri,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,37.93,26.95,43.54469,35.63565999999999,115.0
Minnesota,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,39.04,25.42,45.08016,34.35996,87.0
Wyoming,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,11.04,52.74,17.08109,61.68371,23.0
Wisconsin,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,44.14,24.51,51.71843,34.59315,72.0
Washington,now-cast,SurveyMonkey,10/17/2016,10/25/2016,51.0,34.0,49.575379999999996,35.97082,39.0
Rhode Island,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,44.76,28.48,51.79166,37.824009999999994,5.0
Nevada,now-cast,SurveyMonkey,8/9/2016,9/1/2016,40.0,37.0,42.19576,42.45691,17.0
Florida,now-cast,SurveyMonkey,10/25/2016,10/31/2016,46.0,45.0,44.64933,45.41918,67.0
Oregon,now-cast,SurveyMonkey,10/20/2016,10/28/2016,50.0,35.0,48.58582,36.43708,36.0
New Hampshire,now-cast,SurveyMonkey,10/28/2016,11/3/2016,47.0,37.0,45.72306,36.89163,10.0
Massachusetts,now-cast,SurveyMonkey,10/20/2016,10/28/2016,60.0,29.0,58.610409999999995,30.69965,14.0
Kentucky,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,29.48,40.03,37.19804,49.0974,120.0
South Dakota,now-cast,SurveyMonkey,10/26/2016,11/1/2016,27.0,52.0,25.6766,52.26829,66.0
Kansas,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,39.89,30.88,45.337379999999996,37.50367,105.0
District of Columbia,now-cast,SurveyMonkey,10/24/2016,10/30/2016,87.0,4.0,85.70425,4.931571,1.0
Georgia,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,28.89,43.74,35.42085,52.031659999999995,159.0
Kansas,now-cast,SurveyMonkey,10/27/2016,11/2/2016,37.0,48.0,35.68029,48.02179,105.0
Arkansas,now-cast,SurveyMonkey,10/20/2016,10/28/2016,36.0,52.0,34.56691,53.2351,75.0
Oklahoma,now-cast,SurveyMonkey,10/26/2016,11/1/2016,32.0,55.0,30.650540000000003,55.18023,77.0
South Carolina,now-cast,SurveyMonkey,10/30/2016,11/6/2016,44.0,46.0,42.58698,45.40052,46.0
Oklahoma,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,26.74,43.34,32.06879,48.85364000000001,77.0
South Carolina,now-cast,SurveyMonkey,11/1/2016,11/7/2016,43.0,47.0,41.53149000000001,46.35461,46.0
Vermont,now-cast,SurveyMonkey,10/27/2016,11/2/2016,55.0,24.0,53.71335,24.10464,14.0
New York,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,41.72,30.76,47.73162,39.58494,62.0
Colorado,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,38.58,28.19,45.3786,37.044290000000004,64.0
Michigan,now-cast,SurveyMonkey,10/18/2016,10/26/2016,43.0,40.0,41.55767,41.63848,83.0
Kansas,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,45.87,26.74,51.51439,35.6429,105.0
Texas,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,33.42,40.37,40.08092,48.93499,254.0
Kentucky,now-cast,Google Consumer Surveys,9/14/2016,9/16/2016,23.9,35.4,32.32424,45.74927,120.0
Arkansas,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,27.6,39.6,35.16248,49.1871,75.0
Arkansas,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,28.09,45.52,35.31867000000001,53.91326,75.0
Illinois,now-cast,SurveyMonkey,10/24/2016,10/30/2016,53.0,34.0,51.64494000000001,34.62573,102.0
Texas,now-cast,SurveyMonkey,10/20/2016,10/28/2016,40.0,47.0,38.56649,48.23057,254.0
Idaho,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,11.78,42.37,19.59535,51.34763,44.0
Oregon,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,44.95,26.36,50.29815,31.88362,36.0
Michigan,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,35.17,29.24,42.97488,38.4313,83.0
New Hampshire,now-cast,SurveyMonkey,10/30/2016,11/6/2016,49.0,38.0,47.65493,37.441340000000004,10.0
Nebraska,now-cast,SurveyMonkey,10/26/2016,11/1/2016,33.0,52.0,31.669420000000002,52.244009999999996,93.0
New Hampshire,now-cast,SurveyMonkey,10/25/2016,10/31/2016,48.0,35.0,46.70174,35.64424,10.0
Kansas,now-cast,SurveyMonkey,10/30/2016,11/6/2016,36.0,48.0,34.62041,47.4206,105.0
Georgia,now-cast,SurveyMonkey,10/25/2016,10/31/2016,44.0,46.0,42.621109999999994,46.29797,159.0
Idaho,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,24.07,40.41,31.6577,50.51104,44.0
Vermont,now-cast,SurveyMonkey,10/18/2016,10/26/2016,53.0,24.0,51.58199000000001,25.968429999999998,14.0
North Dakota,now-cast,SurveyMonkey,10/27/2016,11/2/2016,31.0,55.0,29.7011,55.07394,53.0
Colorado,now-cast,SurveyMonkey,10/20/2016,10/28/2016,45.0,38.0,43.58336,39.41081,64.0
New Jersey,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,41.22,32.52,46.66167,41.05576,21.0
Georgia,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,32.92,41.56,38.327220000000004,48.01124,159.0
North Dakota,now-cast,SurveyMonkey,10/18/2016,10/26/2016,31.0,52.0,29.57462,53.868469999999995,53.0
Pennsylvania,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,33.59,36.18,41.19054000000001,44.86971,67.0
Colorado,now-cast,SurveyMonkey,11/1/2016,11/7/2016,43.0,40.0,41.55986,39.36924000000001,64.0
New York,now-cast,SurveyMonkey,10/20/2016,10/28/2016,57.0,32.0,55.57433,33.3143,62.0
New Jersey,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,35.6,36.19,43.24093,44.84698,21.0
Kentucky,now-cast,Google Consumer Surveys,10/12/2016,10/14/2016,28.4,31.8,34.83303,42.26878,120.0
Tennessee,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,25.93,46.25,33.49023,55.83321,95.0
Virginia,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,40.86,27.0,47.51475,35.552009999999996,134.0
New Mexico,now-cast,SurveyMonkey,10/26/2016,11/1/2016,42.0,34.0,40.6732,34.256809999999994,33.0
Oklahoma,now-cast,SurveyMonkey,10/17/2016,10/25/2016,32.0,56.0,30.552529999999997,57.64988,77.0
Georgia,now-cast,SurveyMonkey,10/30/2016,11/6/2016,45.0,45.0,43.58616,44.40003,159.0
Massachusetts,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,50.66,22.0,58.79055,32.573679999999996,14.0
New Hampshire,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,51.53,20.86,59.44951,31.601809999999997,10.0
North Carolina,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,32.86,37.42,40.3088,46.809670000000004,100.0
Wyoming,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,16.57,58.22,24.39564,67.21143000000001,23.0
Vermont,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,48.29,28.19,55.8961,37.12618,14.0
Utah,now-cast,SurveyMonkey,10/25/2016,10/31/2016,30.0,33.0,28.63614,33.41117,29.0
Alabama,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,17.11,56.17,24.511229999999998,65.06586,67.0
Nebraska,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,26.88,39.06,32.90178,47.92586,93.0
North Carolina,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,32.64,37.88,40.15883,46.4602,100.0
Tennessee,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,30.55,43.66,38.2556,52.70965,95.0
Oklahoma,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,27.82,44.2,35.28672,52.62961,77.0
New Jersey,now-cast,SurveyMonkey,11/1/2016,11/7/2016,52.0,37.0,50.55473,36.36659,21.0
Alaska,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,30.84,29.36,38.78653,39.10241,29.0
Illinois,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,39.07,29.52,45.061809999999994,38.26508,102.0
New Jersey,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,37.55,35.87,44.8982,44.4352,21.0
District of Columbia,now-cast,SurveyMonkey,11/1/2016,11/7/2016,85.0,7.0,83.58521999999998,6.382311,1.0
South Dakota,now-cast,SurveyMonkey,10/30/2016,11/6/2016,31.0,53.0,29.62371,52.422579999999996,66.0
Illinois,now-cast,SurveyMonkey,10/18/2016,10/26/2016,52.0,34.0,50.55395,35.588029999999996,102.0
Tennessee,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,28.63,41.49,36.13315,49.96715,95.0
Massachusetts,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,52.75,19.79,58.92097,29.25722,14.0
Florida,now-cast,SurveyMonkey,10/28/2016,11/3/2016,47.0,45.0,45.66713,44.79058,67.0
West Virginia,now-cast,SurveyMonkey,10/18/2016,10/26/2016,29.0,60.0,27.56093,61.68277,55.0
Missouri,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,33.26,31.81,40.76075,40.28402,115.0
Oklahoma,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,28.99,39.64,35.62968,48.16034000000001,77.0
North Dakota,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,19.8,46.07,25.16074,54.09173000000001,53.0
Kentucky,now-cast,SurveyMonkey,10/30/2016,11/6/2016,35.0,53.0,33.60691,52.41249000000001,120.0
South Dakota,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,33.23,25.56,40.98269000000001,35.47745,66.0
North Dakota,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,22.78,45.48,29.652659999999997,54.4899,53.0
Nevada,now-cast,SurveyMonkey,10/20/2016,10/28/2016,43.0,44.0,41.57248,45.29454000000001,17.0
Wyoming,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,22.38,46.76,30.28315,56.09151,23.0
Oregon,now-cast,SurveyMonkey,10/28/2016,11/3/2016,51.0,36.0,49.69059,35.83297,36.0
Montana,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,27.14,39.32,32.59652,45.98294,56.0
Texas,now-cast,SurveyMonkey,10/17/2016,10/25/2016,40.0,47.0,38.554970000000004,48.68416,254.0
Alabama,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,20.23,60.67,25.54403,66.17603000000001,67.0
Idaho,now-cast,SurveyMonkey,8/9/2016,9/1/2016,25.0,44.0,27.2978,49.63132,44.0
Illinois,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,37.79,29.41,45.46544,38.2001,102.0
Maryland,now-cast,SurveyMonkey,10/18/2016,10/26/2016,62.0,27.0,60.54951,28.5279,24.0
California,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,43.85,27.51,51.66509,36.71586,58.0
Nebraska,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,30.33,41.35,35.67004,46.86943,93.0
Idaho,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,24.82,32.89,30.857709999999997,41.8201,44.0
Virginia,now-cast,SurveyMonkey,10/18/2016,10/26/2016,48.0,39.0,46.55019,40.53703,134.0
Ohio,now-cast,SurveyMonkey,11/1/2016,11/7/2016,42.0,45.0,40.54963,44.36396,88.0
Montana,now-cast,SurveyMonkey,10/17/2016,10/25/2016,35.0,52.0,33.57249,53.93025,56.0
Tennessee,now-cast,SurveyMonkey,10/29/2016,11/4/2016,41.0,49.0,39.65656,48.63681,95.0
New Jersey,now-cast,SurveyMonkey,10/18/2016,10/26/2016,53.0,35.0,51.56100000000001,36.683659999999996,21.0
Vermont,now-cast,SurveyMonkey,10/28/2016,11/3/2016,57.0,24.0,55.712869999999995,23.87323,14.0
Michigan,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,37.5,34.9,42.94047,41.494009999999996,83.0
Idaho,now-cast,SurveyMonkey,10/27/2016,11/2/2016,30.0,49.0,28.68253,49.027409999999996,44.0
