state,type,pollster,startdate,enddate,rawpoll_clinton,rawpoll_trump,adjpoll_clinton,adjpoll_trump
Washington,now-cast,Elway Research,10/20/2016,10/22/2016,48.0,31.0,48.41909,34.97858
Montana,now-cast,SurveyMonkey,11/1/2016,11/7/2016,30.0,52.0,28.56147,51.37007
Idaho,now-cast,Rasmussen Reports/Pulse Opinion Research,10/23/2016,10/24/2016,29.0,48.0,29.50792,50.18386
Massachusetts,now-cast,Suffolk University,10/24/2016,10/26/2016,57.0,25.0,57.28423000000001,27.23568
New Hampshire,now-cast,YouGov,10/17/2016,10/21/2016,43.0,38.0,43.84959,41.17521
U.S.,now-cast,Princeton Survey Research Associates International,10/12/2016,10/18/2016,49.0,38.0,48.49231,41.71065
Florida,now-cast,Emerson College,10/26/2016,10/27/2016,46.0,45.0,46.17809000000001,44.1894
Maine,now-cast,Maine People's Resource Center,10/24/2016,10/26/2016,42.0,37.0,43.20491,39.14787000000001
Hawaii,now-cast,SurveyMonkey,11/1/2016,11/7/2016,52.0,28.0,50.5699,27.37441
North Carolina,now-cast,Siena College,10/20/2016,10/23/2016,46.0,39.0,46.34085,42.11232
Montana,now-cast,"Mason-Dixon Polling & Research, Inc.",10/10/2016,10/12/2016,36.0,46.0,35.21595999999999,49.21729000000001
Maine CD-1,now-cast,Emerson College,10/28/2016,10/30/2016,48.8,42.5,49.04522,41.45049
Maine CD-2,now-cast,Emerson College,10/28/2016,10/30/2016,43.6,42.2,43.82511,41.08253
Rhode Island,now-cast,SurveyMonkey,11/1/2016,11/7/2016,48.0,36.0,46.58508,35.38224
U.S.,now-cast,Monmouth University,10/14/2016,10/16/2016,50.0,38.0,49.02141,40.52827
Pennsylvania,now-cast,Selzer & Company,10/7/2016,10/11/2016,48.0,39.0,48.77966,41.74704000000001
Nebraska CD-1,now-cast,Emerson College,9/25/2016,9/26/2016,29.0,53.0,27.48652,50.59451
Nebraska CD-3,now-cast,Emerson College,9/25/2016,9/26/2016,20.0,65.0,18.47001,62.66177
New Hampshire,now-cast,Monmouth University,10/22/2016,10/25/2016,46.0,42.0,44.91302,43.7255
Alaska,now-cast,SurveyMonkey,11/1/2016,11/7/2016,31.0,48.0,29.56316,47.37094
Michigan,now-cast,Emerson College,10/25/2016,10/26/2016,50.0,43.0,50.17392,42.44155
Maine CD-2,now-cast,Clarity Campaign Labs,10/10/2016,10/11/2016,39.0,39.0,37.22212,39.537
U.S.,now-cast,CBS News/New York Times,10/28/2016,11/1/2016,45.0,42.0,45.34587,42.54557
Louisiana,now-cast,"Mason-Dixon Polling & Research, Inc.",10/17/2016,10/19/2016,34.0,54.0,32.86522,56.19696999999999
Alaska,now-cast,Google Consumer Surveys,10/25/2016,10/27/2016,38.0,39.0,43.44551,46.14617
North Carolina,now-cast,CNN/Opinion Research Corp.,10/10/2016,10/15/2016,48.0,47.0,47.30938,47.60246
Arizona,now-cast,Monmouth University,10/21/2016,10/24/2016,45.0,46.0,43.86485,47.5759
Florida,now-cast,Quinnipiac University,10/27/2016,11/1/2016,46.0,45.0,46.5647,44.6284
Ohio,now-cast,CNN/Opinion Research Corp.,10/10/2016,10/15/2016,44.0,48.0,43.33893,48.84102
Nevada,now-cast,YouGov,10/12/2016,10/14/2016,46.0,40.0,47.01972,43.22078
U.S.,now-cast,American Research Group,10/17/2016,10/20/2016,49.0,42.0,46.77914000000001,41.16694
North Carolina,now-cast,Quinnipiac University,10/27/2016,11/1/2016,47.0,44.0,47.54619,43.58202
Delaware,now-cast,SurveyMonkey,11/1/2016,11/7/2016,50.0,39.0,48.54802,38.36313
Idaho,now-cast,Google Consumer Surveys,10/25/2016,10/27/2016,29.0,41.0,34.43622,48.08837
Wisconsin,now-cast,Emerson College,10/27/2016,10/28/2016,48.0,42.0,48.19468,41.03462
Ohio,now-cast,Marist College,10/10/2016,10/12/2016,41.0,42.0,39.89943,45.55456
North Carolina,now-cast,Monmouth University,10/20/2016,10/23/2016,47.0,46.0,45.84912,47.50375
Wisconsin,now-cast,St. Norbert College,10/13/2016,10/16/2016,47.0,39.0,47.02428,42.28467
U.S.,now-cast,ABC News/Washington Post,11/2/2016,11/5/2016,47.0,43.0,45.31114,41.7277
North Carolina,now-cast,The Times-Picayune/Lucid,10/17/2016,10/18/2016,42.0,41.0,42.35685,45.91627
Indiana,now-cast,Gravis Marketing,10/30/2016,11/1/2016,39.0,49.0,39.12321,48.83372
Colorado,now-cast,Quinnipiac University,10/10/2016,10/16/2016,45.0,37.0,45.71617,39.43172
Florida,now-cast,Ipsos,10/31/2016,11/6/2016,47.66,46.77,47.65693,46.51642
Vermont,now-cast,Braun Research,10/19/2016,10/22/2016,50.0,22.0,49.87583,25.162
Texas,now-cast,University of Houston,10/7/2016,10/15/2016,38.0,41.0,38.22837,44.97123
California,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,47.88,26.4,53.21829,31.91853
U.S.,now-cast,Centre College,10/18/2016,10/23/2016,44.9,40.0,45.371,42.53403
Texas,now-cast,SurveyUSA,10/10/2016,10/12/2016,43.0,47.0,42.20728,48.8199
U.S.,now-cast,Public Religion Research Institute,10/12/2016,10/17/2016,51.0,36.0,48.55496,38.54749
Florida,now-cast,The Times-Picayune/Lucid,10/17/2016,10/18/2016,45.0,39.0,45.37186,44.103
Virginia,now-cast,The Times-Picayune/Lucid,10/17/2016,10/18/2016,43.0,38.0,43.36613,43.0317
North Dakota,now-cast,SurveyMonkey,11/1/2016,11/7/2016,29.0,57.0,27.56788,56.37337
District of Columbia,now-cast,SurveyMonkey,11/1/2016,11/7/2016,85.0,7.0,83.58521999999998,6.382311
North Carolina,now-cast,"National Research, Inc.",10/14/2016,10/17/2016,44.0,42.0,44.53013,45.4915
Oregon,now-cast,SurveyUSA,10/10/2016,10/12/2016,48.0,38.0,47.26081,40.16486
Florida,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,36.53,41.36,41.86452,46.87659
Nevada,now-cast,Clarity Campaign Labs,10/10/2016,10/11/2016,43.0,43.0,41.93835,43.95367
New York,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,39.83,33.29,45.16801,38.80839
Illinois,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,38.27,31.55,43.60405,37.06635
Maine CD-2,now-cast,University of New Hampshire,10/20/2016,10/25/2016,43.0,40.0,42.85863,43.52451
Oklahoma,now-cast,SoonerPoll.com,10/18/2016,10/20/2016,29.6,59.6,28.754590000000004,60.46314
California,now-cast,Ipsos,10/31/2016,11/6/2016,58.85,31.74,58.38075,31.01818
U.S.,now-cast,Ipsos,10/31/2016,11/4/2016,43.0,39.0,43.15693,38.96925
Texas,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,32.29,42.48,37.62109,47.99482
Pennsylvania,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,37.69,37.29,43.01914,42.80382
U.S.,now-cast,Fox News/Anderson Robbins Research/Shaw & Company Research,10/22/2016,10/25/2016,44.0,41.0,45.15377,42.84542
New Hampshire,now-cast,Praecones Analytica,10/26/2016,10/28/2016,42.9,44.6,44.32709000000001,43.83173
Georgia,now-cast,The Times-Picayune/Lucid,10/17/2016,10/18/2016,44.0,40.0,44.34739,44.79866
Maine CD-1,now-cast,Maine People's Resource Center,10/24/2016,10/26/2016,44.9,33.4,46.11254,35.60985
Ohio,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,35.03,38.18,40.36574,43.69722
Maine CD-1,now-cast,University of New Hampshire,10/20/2016,10/25/2016,54.0,34.0,53.87099,37.68224
Pennsylvania,now-cast,Muhlenberg College,10/20/2016,10/26/2016,45.0,39.0,46.37161,42.73928
New Jersey,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,39.37,32.57,44.71085,38.08986
Texas,now-cast,Ipsos,10/31/2016,11/6/2016,39.3,48.75,38.62278,47.82417
South Dakota,now-cast,Nielson Brothers Polling,10/24/2016,10/26/2016,35.0,49.0,34.96202,50.4999
Pennsylvania,now-cast,YouGov,10/26/2016,10/28/2016,48.0,40.0,48.86157,41.2047
U.S.,now-cast,George Washington University (Battleground),10/8/2016,10/13/2016,47.0,39.0,47.70501,41.98236
Nebraska CD-2,now-cast,"North Star Opinion Research/Ayres, McHenry & Associates",10/22/2016,10/24/2016,40.0,44.0,41.36843,48.5521
Wisconsin,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,43.17,31.05,48.51255,36.57074
Georgia,now-cast,Landmark Communications,11/3/2016,11/3/2016,46.0,48.0,45.14022,47.56899
Louisiana,now-cast,Southern Media & Opinion Research,10/19/2016,10/21/2016,35.0,50.0,35.41375,52.02594000000001
Alaska,now-cast,Craciun Research,10/21/2016,10/26/2016,47.0,43.0,44.80732,44.78874
Kansas,now-cast,Fort Hays State University,11/1/2016,11/3/2016,34.0,58.0,33.46328,55.29952
California,now-cast,SurveyUSA,10/13/2016,10/15/2016,56.0,30.0,55.07428,31.85975
Ohio,now-cast,Suffolk University,10/17/2016,10/19/2016,45.0,45.0,45.24725,47.93431
Michigan,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,35.18,34.05,40.51764,39.5682
New Jersey,now-cast,Ipsos,10/31/2016,11/6/2016,47.78,37.86,47.81228,37.6383
North Carolina,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,35.03,40.65,40.35378,46.16106
Indiana,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,33.93,36.45,39.25919,41.96385
New York,now-cast,Ipsos,10/31/2016,11/6/2016,51.49,33.0,51.27067,32.52825
Ohio,now-cast,Ipsos,10/31/2016,11/6/2016,47.04,46.0,46.19968,44.90851
Virginia,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,39.32,31.71,44.65042,37.22448
Colorado,now-cast,University of Colorado,10/17/2016,10/24/2016,44.0,34.0,44.80798,39.0405
Florida,now-cast,Florida Atlantic University,10/21/2016,10/23/2016,46.2,43.3,46.85445,44.61389000000001
North Carolina,now-cast,SurveyUSA,10/14/2016,10/16/2016,46.0,44.0,45.00879000000001,45.5139
Virginia,now-cast,Ipsos,10/31/2016,11/6/2016,45.9,41.11,45.29952,40.26126
Maine CD-2,now-cast,Maine People's Resource Center,10/24/2016,10/26/2016,38.0,41.4,39.19642,43.47887
Massachusetts,now-cast,MassINC Polling Group,10/13/2016,10/16/2016,54.0,28.0,54.55929,32.10495
Wisconsin,now-cast,Monmouth University,10/15/2016,10/18/2016,47.0,40.0,45.96408,42.47353
Missouri,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,37.3,35.44,42.63115,40.95485
Michigan,now-cast,EPIC-MRA,10/22/2016,10/24/2016,41.0,34.0,42.4876,37.32471
Minnesota,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,35.35,31.38,40.69371,36.90133
Pennsylvania,now-cast,The Times-Picayune/Lucid,10/7/2016,10/10/2016,47.0,38.0,47.79448,43.4574
Louisiana,now-cast,The Times-Picayune/Lucid,10/15/2016,10/21/2016,40.0,43.0,40.3485,47.81252
Arizona,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,40.95,35.97,46.28975,41.48929
Washington,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,42.67,30.43,48.02031,35.95473
Nevada,now-cast,Monmouth University,10/14/2016,10/17/2016,47.0,40.0,45.97942000000001,42.46658
Pennsylvania,now-cast,Ipsos,10/31/2016,11/6/2016,48.2,45.19,47.64152,44.38397
Colorado,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,47.11,29.95,52.45598,35.4725
Michigan,now-cast,Marketing Resource Group (MRG),10/16/2016,10/19/2016,41.0,36.0,43.48886,40.19152
Illinois,now-cast,Ipsos,10/31/2016,11/6/2016,51.3,39.08,50.8302,38.35996
U.S.,now-cast,NBC News/Wall Street Journal,10/21/2016,10/24/2016,43.0,34.0,42.71154,37.07262
Arkansas,now-cast,Hendrix College,10/21/2016,10/21/2016,32.5,56.0,31.5007,56.9281
North Carolina,now-cast,Selzer & Company,9/29/2016,10/2/2016,44.0,43.0,45.45012,45.54683
South Dakota,now-cast,"Mason-Dixon Polling & Research, Inc.",10/18/2016,10/20/2016,37.0,44.0,35.87193,46.52328
Georgia,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,37.71,41.45,43.02702,46.95757
Minnesota,now-cast,Ipsos,10/24/2016,11/6/2016,43.9,36.0,42.51968,34.70112
Pennsylvania,now-cast,Marist College,10/3/2016,10/6/2016,49.0,37.0,48.34179,40.3967
Ohio,now-cast,The Times-Picayune/Lucid,10/7/2016,10/10/2016,44.0,39.0,44.82153,44.59077
New York,now-cast,Siena College,10/13/2016,10/17/2016,54.0,30.0,54.51709,34.17471
Wisconsin,now-cast,YouGov,10/5/2016,10/7/2016,43.0,39.0,44.56252,42.37625
Washington,now-cast,YouGov,10/6/2016,10/13/2016,53.0,39.0,52.23818,40.51699
Ohio,now-cast,Baldwin Wallace University,10/9/2016,10/11/2016,43.2,34.4,45.55789,39.80239
Massachusetts,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,47.84,25.89,53.20985,31.4248
Wisconsin,now-cast,Ipsos,10/24/2016,11/6/2016,45.92,39.99,45.22992,39.37977
Indiana,now-cast,The Times-Picayune/Lucid,10/7/2016,10/10/2016,37.0,43.0,37.79469,48.45847
Arizona,now-cast,Ipsos,10/24/2016,11/6/2016,42.38,47.1,41.38765,46.1836
Georgia,now-cast,Ipsos,10/31/2016,11/6/2016,42.38,47.79,41.65949000000001,46.8286
Virginia,now-cast,Hampton University,10/26/2016,10/30/2016,41.0,44.0,41.58135,43.9702
Louisiana,now-cast,University of New Orleans,10/15/2016,10/21/2016,35.0,49.0,35.34134,51.42303
Maryland,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,44.82,31.28,50.14977,36.79414000000001
Washington,now-cast,Ipsos,10/24/2016,11/6/2016,46.72,38.48,45.81892,37.66954000000001
Oregon,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,44.95,26.36,50.29815,31.88362
Tennessee,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,34.21,44.33,39.54131,49.84494
Tennessee,now-cast,Ipsos,10/24/2016,11/6/2016,36.33,49.76,35.9154,49.40963
Alabama,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,20.23,60.67,25.54403,66.17603000000001
Colorado,now-cast,Ipsos,10/24/2016,11/6/2016,47.71,42.33,46.015,40.7196
Kentucky,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,31.9,43.89,37.23211,49.40535
U.S.,now-cast,ABC News/Washington Post,11/1/2016,11/4/2016,48.0,43.0,46.37354000000001,41.77933
Kansas,now-cast,SurveyUSA,10/11/2016,10/15/2016,36.0,47.0,35.12663,48.99287
Nevada,now-cast,Public Opinion Strategies,10/11/2016,10/12/2016,45.0,39.0,45.57941,43.58649000000001
Wyoming,now-cast,SurveyMonkey,11/1/2016,11/7/2016,21.0,60.0,19.55778,59.36816
North Carolina,now-cast,Ipsos,10/31/2016,11/6/2016,46.0,46.9,45.54333,46.19873
Wisconsin,now-cast,McLaughlin & Associates,10/18/2016,10/20/2016,48.0,43.0,47.90447,44.92164
Massachusetts,now-cast,Ipsos,10/31/2016,11/6/2016,53.14,35.79,52.18049,34.560590000000005
Iowa,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,35.57,33.72,40.91593,39.24248
Ohio,now-cast,Public Policy Polling,10/5/2016,10/6/2016,44.0,43.0,44.21312,45.61138
Missouri,now-cast,Emerson College,10/28/2016,10/31/2016,37.0,52.0,37.19412,50.53506
Virginia,now-cast,Tarrance Group,10/12/2016,10/15/2016,47.0,38.0,47.20939,40.08825
South Carolina,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,31.91,45.52,37.22761,51.02788
Arizona,now-cast,Arizona State University,10/10/2016,10/15/2016,43.4,37.8,43.66778,42.47806
Maryland,now-cast,Ipsos,10/24/2016,11/6/2016,55.69,33.6,55.16245,33.13455
West Virginia,now-cast,Global Strategy Group,10/12/2016,10/17/2016,31.0,58.0,29.44791,59.41112
North Carolina,now-cast,Marist College,10/10/2016,10/12/2016,45.0,41.0,43.86192,44.31281
Connecticut,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,38.62,29.29,43.96948,34.81431
Iowa,now-cast,The Times-Picayune/Lucid,10/7/2016,10/10/2016,41.0,37.0,41.86328,42.7966
Oregon,now-cast,Ipsos,10/24/2016,11/6/2016,46.72,37.04,45.62287,36.03049
Oregon,now-cast,Riley Research Associates,10/4/2016,10/14/2016,46.0,36.0,46.59832,39.13118
Indiana,now-cast,Ball State University,10/10/2016,10/16/2016,37.0,43.0,37.4152,46.21149000000001
Alaska,now-cast,Lake Research Partners,10/11/2016,10/13/2016,36.0,37.0,36.76974000000001,42.53105
Michigan,now-cast,Ipsos,10/31/2016,11/6/2016,45.95,44.53,44.82088,43.14866
Illinois,now-cast,Illinois Public Opinion Strategies,10/13/2016,10/13/2016,50.0,31.5,49.89721,33.8241
Wyoming,now-cast,University of Wyoming,10/5/2016,10/11/2016,20.0,58.0,21.19835,60.5841
Louisiana,now-cast,JMC Enterprises,10/11/2016,10/15/2016,38.0,45.0,39.59782,49.96782
Florida,now-cast,Cherry Communications,10/16/2016,10/19/2016,46.0,42.0,46.8121,44.71899000000001
Nebraska CD-2,now-cast,Emerson College,9/25/2016,9/26/2016,40.0,49.0,39.29568,47.39163
Kansas,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,41.28,31.0,46.62192,36.5204
Indiana,now-cast,Ipsos,10/31/2016,11/6/2016,37.79,53.68,36.07887,51.72129
Michigan,now-cast,"Glengariff Group, Inc.",10/10/2016,10/11/2016,42.2,30.6,43.97041,35.37768
Vermont,now-cast,Castleton University,9/29/2016,10/14/2016,45.0,17.0,47.70709,22.434520000000006
Missouri,now-cast,Ipsos,10/24/2016,11/6/2016,39.73,48.01,38.67257,47.01657
Kentucky,now-cast,Ipsos,10/24/2016,11/6/2016,37.64,58.29,37.13481,57.85014
Florida,now-cast,YouGov,10/21/2016,10/22/2016,46.0,43.0,46.77888,45.21392
Ohio,now-cast,Emerson College,10/26/2016,10/27/2016,45.0,45.0,45.18002,44.19941
Maryland,now-cast,ABC News/Washington Post,9/27/2016,9/30/2016,63.0,27.0,62.72358000000001,28.720990000000004
Indiana,now-cast,Monmouth University,10/11/2016,10/13/2016,41.0,45.0,40.129,47.55305
Nevada,now-cast,Emerson College,10/26/2016,10/27/2016,44.0,42.0,44.18103,41.20461
Pennsylvania,now-cast,Quinnipiac University,10/10/2016,10/16/2016,47.0,41.0,47.67455,43.09572
Illinois,now-cast,Southern Illinois University,9/27/2016,10/2/2016,53.2,28.4,53.30546,32.67315
Louisiana,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,21.92,53.7,27.237820000000006,59.207980000000006
North Carolina,now-cast,Suffolk University,10/10/2016,10/12/2016,44.8,43.4,45.29825,46.56168
Florida,now-cast,Gravis Marketing,10/31/2016,10/31/2016,49.0,46.0,49.13238,45.85029
Georgia,now-cast,Clout Research/Wenzel Strategies,10/15/2016,10/18/2016,43.1,45.8,43.65792,46.77272
Connecticut,now-cast,Ipsos,10/24/2016,11/6/2016,49.76,39.7,48.82711,38.85659
North Carolina,now-cast,Public Policy Polling,10/21/2016,10/22/2016,47.0,44.0,46.456,45.43528
Pennsylvania,now-cast,Gravis Marketing,11/1/2016,11/2/2016,47.0,45.0,47.10618,44.56887
Arizona,now-cast,Data Orbital,11/1/2016,11/2/2016,39.0,47.0,39.77909,46.91888
Utah,now-cast,Monmouth University,10/10/2016,10/12/2016,28.0,34.0,27.14237,36.61366
Ohio,now-cast,University of Akron,9/21/2016,10/13/2016,41.0,38.0,42.66098,42.20634
Ohio,now-cast,Quinnipiac University,10/10/2016,10/16/2016,45.0,45.0,45.69086,47.22743
Wisconsin,now-cast,Public Policy Polling,10/18/2016,10/19/2016,50.0,38.0,48.03424,38.66736
Mississippi,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,25.02,52.3,30.32989,57.80389
U.S.,now-cast,YouGov,10/4/2016,11/6/2016,42.9,39.0,43.68467,41.37716
Alabama,now-cast,Ipsos,10/24/2016,11/6/2016,38.06,54.15,37.55526,53.6855
Tennessee,now-cast,icitizen,10/14/2016,10/17/2016,34.0,44.0,35.82181,49.43195
Colorado,now-cast,Gravis Marketing,11/1/2016,11/2/2016,40.0,40.0,40.13337,39.59326
Pennsylvania,now-cast,Emerson College,10/17/2016,10/19/2016,45.0,41.0,45.13887,41.60904
Louisiana,now-cast,Ipsos,10/17/2016,11/6/2016,36.12,51.56,35.72567,51.98438
Florida,now-cast,Public Policy Polling,10/12/2016,10/13/2016,46.0,42.0,45.70338,44.55612
Nevada,now-cast,CNN/Opinion Research Corp.,10/10/2016,10/15/2016,46.0,44.0,45.3405,44.85367
Texas,now-cast,YouGov,10/4/2016,11/6/2016,36.8,44.7,37.57941,47.00341
Nevada,now-cast,Public Policy Polling,10/10/2016,10/11/2016,47.0,43.0,44.70022,43.5189
Pennsylvania,now-cast,Gravis Marketing,10/31/2016,10/31/2016,47.0,46.0,47.12312,45.83356
Nebraska,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,30.33,41.35,35.67004,46.86943
California,now-cast,YouGov,10/4/2016,11/6/2016,51.8,30.4,52.58706,32.81075
Oklahoma,now-cast,Ipsos,10/17/2016,11/6/2016,29.85,60.78,27.85815,59.67941999999999
Indiana,now-cast,Gravis Marketing,10/22/2016,10/24/2016,38.0,49.0,38.01339,50.43657
Missouri,now-cast,Monmouth University,10/9/2016,10/11/2016,41.0,46.0,40.27732,48.59827
New Mexico,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,42.52,29.93,47.86229,35.4506
Nevada,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,36.02,37.99,41.35638,43.50755
California,now-cast,Sacramento State,10/7/2016,10/13/2016,61.0,25.0,59.76103000000001,29.61529
Iowa,now-cast,Ipsos,10/17/2016,11/6/2016,44.07,43.87,42.84671,43.65131
Illinois,now-cast,YouGov,10/4/2016,11/6/2016,48.3,33.1,49.08255,35.44754000000001
New York,now-cast,YouGov,10/4/2016,11/6/2016,52.7,31.4,53.48676,33.80659
Arizona,now-cast,HighGround,10/14/2016,10/14/2016,38.5,36.5,39.76777,40.96175
Oklahoma,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,26.74,43.34,32.06879,48.85364000000001
U.S.,now-cast,Edison Research,10/1/2016,10/8/2016,42.9,30.7,45.50127,37.88465
Pennsylvania,now-cast,YouGov,10/4/2016,11/6/2016,42.7,41.2,43.47734000000001,43.47432
U.S.,now-cast,"RKM Research and Communications, Inc.",10/9/2016,10/13/2016,46.0,41.0,46.31175,42.95047
Florida,now-cast,YouGov,10/4/2016,11/6/2016,44.0,42.9,44.78306,45.25459
Ohio,now-cast,YouGov,10/4/2016,11/6/2016,43.2,41.5,43.98436,43.87279
Virginia,now-cast,YouGov,10/4/2016,11/6/2016,46.1,37.0,46.8787,39.29344
New Jersey,now-cast,YouGov,10/4/2016,11/6/2016,47.7,35.7,48.48978,38.14899000000001
Texas,now-cast,YouGov,10/14/2016,10/23/2016,42.0,45.0,42.8056,47.57811
North Carolina,now-cast,YouGov,10/4/2016,11/6/2016,43.5,41.3,44.27165,43.49443
Massachusetts,now-cast,YouGov,10/4/2016,11/6/2016,51.3,28.6,52.12057,31.48149
U.S.,now-cast,IBD/TIPP,11/3/2016,11/6/2016,40.7,43.1,42.58007,42.70453
Michigan,now-cast,Michigan State University,9/1/2016,10/30/2016,47.0,28.0,47.54474,33.76388
Michigan,now-cast,YouGov,10/4/2016,11/6/2016,42.0,36.0,42.78637,38.40105
Nevada,now-cast,Garin-Hart-Yang Research Group,9/27/2016,10/2/2016,44.0,41.0,45.61799,43.98474
Kansas,now-cast,Ipsos,10/17/2016,11/6/2016,38.22,54.45,36.21171,53.41978
Indiana,now-cast,YouGov,10/4/2016,11/6/2016,36.6,43.8,37.3774,46.0751
Minnesota,now-cast,YouGov,10/4/2016,11/6/2016,42.3,35.9,43.09282,38.39164
U.S.,now-cast,ABC News/Washington Post,10/31/2016,11/3/2016,47.0,43.0,45.41329,41.88274000000001
Tennessee,now-cast,YouGov,10/4/2016,11/6/2016,33.9,48.3,34.67965,50.60673
Georgia,now-cast,YouGov,10/4/2016,11/6/2016,40.5,45.4,41.26447,47.49355
Maryland,now-cast,YouGov,10/4/2016,11/6/2016,55.0,29.2,55.77802,31.48376
Washington,now-cast,YouGov,10/4/2016,11/6/2016,47.4,31.7,48.19983,34.29007
U.S.,now-cast,Quinnipiac University,10/5/2016,10/6/2016,45.0,40.0,46.1992,42.26424
New Jersey,now-cast,Fairleigh Dickinson University (PublicMind),10/12/2016,10/16/2016,49.0,35.0,48.8884,38.04483
U.S.,now-cast,Pew Research Center,9/27/2016,10/10/2016,46.0,39.0,46.51937,42.70536
Tennessee,now-cast,Vanderbilt University,9/19/2016,10/2/2016,33.0,44.0,35.89319000000001,48.94223
Missouri,now-cast,YouGov,10/4/2016,11/6/2016,35.8,43.3,36.57948,45.60426
Wisconsin,now-cast,YouGov,10/4/2016,11/6/2016,42.2,37.7,42.99159,40.17443
North Carolina,now-cast,Gravis Marketing,10/25/2016,10/26/2016,49.0,47.0,49.08549,47.80913
South Carolina,now-cast,Ipsos,10/24/2016,11/6/2016,43.61,49.43,43.24576,49.11098
Utah,now-cast,YouGov,10/12/2016,10/14/2016,20.0,37.0,20.953470000000006,40.14447
Alabama,now-cast,YouGov,10/4/2016,11/6/2016,31.6,52.6,32.361290000000004,54.6489
Louisiana,now-cast,YouGov,10/4/2016,11/6/2016,35.9,47.3,36.66532,49.40543
