State,Poll Type,Pollster,Start Date,End Date,Clinton,Trump,Clinton Adjusted,Trump Adjusted,Electoral Votes
Pennsylvania,now-cast,Franklin & Marshall College,10/26/2016,10/30/2016,49.0,38.0,48.7482,40.7122,67
Nevada,now-cast,Rasmussen Reports/Pulse Opinion Research,7/22/2016,7/24/2016,38.0,43.0,41.19553,47.22902,17
South Carolina,now-cast,SurveyMonkey,10/17/2016,10/25/2016,43.0,45.0,41.54066,46.48317,46
Georgia,now-cast,JMC Enterprises,8/6/2016,8/7/2016,44.0,37.0,45.92422,41.06295,159
Kentucky,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,29.49,41.4,34.92155,47.95571,120
Pennsylvania,now-cast,YouGov,8/30/2016,9/2/2016,45.0,37.0,48.11703,40.5538,67
Massachusetts,now-cast,SurveyMonkey,10/27/2016,11/2/2016,57.0,29.0,55.72841999999999,29.14241,14
Washington,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,45.5,27.99,51.57318,37.06308,39
Georgia,now-cast,Ipsos,9/2/2016,9/15/2016,39.99,47.77,39.6628,48.08127,159
Ohio,now-cast,SurveyMonkey,10/29/2016,11/4/2016,42.0,46.0,40.66404,45.64664000000001,88
Kentucky,now-cast,Harper Polling,7/31/2016,8/1/2016,36.0,49.0,39.0497,54.67736,120
Florida,now-cast,SurveyMonkey,10/20/2016,10/28/2016,47.0,44.0,45.57037,45.2721,67
Washington,now-cast,SurveyMonkey,10/29/2016,11/4/2016,52.0,34.0,50.68865,33.67896,39
Georgia,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,27.63,41.69,34.8524,51.08558,159
Montana,now-cast,SurveyMonkey,10/24/2016,10/30/2016,38.0,48.0,36.66647,48.73679,56
California,now-cast,SurveyMonkey,10/20/2016,10/28/2016,54.0,31.0,52.57464,32.31767,58
Florida,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,30.25,43.12,37.79951,51.65765,67
South Dakota,now-cast,SurveyMonkey,10/29/2016,11/4/2016,30.0,53.0,28.67853,52.66566,66
North Carolina,now-cast,SurveyUSA,2/14/2016,2/16/2016,43.0,45.0,40.06366,44.4669,100
Michigan,now-cast,Ipsos,9/9/2016,9/22/2016,42.97,41.67,42.48057,41.7661,83
Nevada,now-cast,Insights West,11/4/2016,11/6/2016,42.0,42.0,42.46782,42.4021,17
Nevada,now-cast,Gravis Marketing,11/3/2016,11/6/2016,45.0,43.0,43.60592000000001,40.44767,17
Minnesota,now-cast,"Mason-Dixon Polling & Research, Inc.",4/25/2016,4/27/2016,48.0,35.0,46.48664,37.79764,87
North Carolina,now-cast,Siena College,11/4/2016,11/6/2016,44.0,44.0,44.26048,44.98719000000001,100
Florida,now-cast,Saint Leo University,6/10/2016,6/16/2016,45.8,33.1,47.03798,39.81102,67
Maine,now-cast,Ipsos,7/29/2016,8/18/2016,32.92,37.19,32.22736,38.87051,16
Louisiana,now-cast,The Times-Picayune/Lucid,10/15/2016,10/21/2016,40.0,43.0,40.3485,47.81252,64
North Carolina,now-cast,"National Research, Inc.",4/23/2016,4/25/2016,49.0,40.0,50.91515,44.76947,100
Pennsylvania,now-cast,Remington,10/30/2016,10/30/2016,45.0,43.0,44.98899,42.16251,67
Oklahoma,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,33.48,41.63,39.4455,50.26902000000001,77
Oklahoma,now-cast,SurveyMonkey,10/28/2016,11/3/2016,32.0,56.0,30.65727,55.77277,77
Washington,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,43.73,26.69,49.19091,33.37178,39
Ohio,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,34.87,35.98,40.49736,44.75832,88
Illinois,now-cast,Ipsos,10/21/2016,10/27/2016,55.55,34.57,54.57973000000001,35.24151,102
Oregon,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,44.09,28.75,51.53121,37.44898,36
Indiana,now-cast,Ipsos,10/14/2016,10/27/2016,38.9,53.54,36.53027,53.21841,92
Nevada,now-cast,Public Opinion Strategies,10/11/2016,10/12/2016,45.0,39.0,45.57941,43.58649000000001,17
Georgia,now-cast,SurveyMonkey,10/20/2016,10/28/2016,44.0,45.0,42.55054000000001,46.06027,159
Nevada,now-cast,Ipsos,8/19/2016,9/8/2016,43.35,40.55,43.00318,41.37525,17
New Jersey,now-cast,YouGov,5/31/2016,6/3/2016,49.0,34.0,50.71711,36.61786,21
New Hampshire,now-cast,Gravis Marketing,11/1/2016,11/2/2016,41.0,43.0,41.16734,42.62373,10
Florida,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,30.85,39.89,38.56831,49.27812,67
Louisiana,now-cast,Ipsos,8/5/2016,8/25/2016,39.41,50.38,39.50124,52.17924,64
Connecticut,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,43.34,31.95,48.69607,39.90834,8
California,now-cast,Public Policy Institute of California,5/13/2016,5/22/2016,49.0,39.0,51.01414000000001,40.32109000000001,58
Pennsylvania,now-cast,Ipsos,10/28/2016,11/3/2016,48.15,44.04,47.54162,43.49284,67
Mississippi,now-cast,Ipsos,8/19/2016,9/8/2016,35.29,58.25,35.74337,59.66361,82
Michigan,now-cast,Ipsos,10/31/2016,11/6/2016,45.95,44.53,44.82088,43.14866,83
Maryland,now-cast,Ipsos,8/12/2016,9/1/2016,52.18,32.11,52.1836,33.59545,24
Michigan,now-cast,SurveyMonkey,10/24/2016,10/30/2016,43.0,42.0,41.65064,42.65516,83
Oregon,now-cast,SurveyMonkey,10/29/2016,11/4/2016,51.0,35.0,49.68501,34.67418,36
Montana,now-cast,SurveyMonkey,10/27/2016,11/2/2016,34.0,51.0,32.690059999999995,51.04628,56
Ohio,now-cast,CNN/Opinion Research Corp.,10/10/2016,10/15/2016,44.0,48.0,43.33893,48.84102,88
Arizona,now-cast,Ipsos,9/9/2016,9/22/2016,41.65,47.86,41.37146,48.17638,15
Ohio,now-cast,Quinnipiac University,6/8/2016,6/19/2016,38.0,36.0,42.41175,41.2828,88
Indiana,now-cast,Ipsos,9/2/2016,9/15/2016,33.33,53.13,32.18204,52.68653000000001,92
Washington,now-cast,Ipsos,9/30/2016,10/6/2016,50.9,33.29,49.8727,34.38357,39
Alabama,now-cast,Ipsos,7/29/2016,8/18/2016,36.3,54.53,36.01944,56.008,67
Alabama,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,22.51,53.8,28.4016,62.14116,67
Kentucky,now-cast,YouGov,10/4/2016,11/6/2016,32.2,52.2,32.98049,54.51855,120
North Carolina,now-cast,Ipsos,10/31/2016,11/6/2016,46.0,46.9,45.54333,46.19873,100
Oklahoma,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,27.45,41.34,32.87251,49.65693,77
Utah,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,32.77,25.2,38.11862,33.05733,29
Florida,now-cast,Quinnipiac University,10/27/2016,11/1/2016,46.0,45.0,46.5647,44.6284,67
Michigan,now-cast,SurveyMonkey,10/29/2016,11/4/2016,44.0,42.0,42.66724,41.65084,83
Indiana,now-cast,Monmouth University,10/27/2016,10/30/2016,39.0,50.0,37.95703,50.24257,92
District of Columbia,now-cast,SurveyMonkey,10/17/2016,10/25/2016,88.0,5.0,86.59770999999998,7.284416,1
Colorado,now-cast,Ipsos,9/2/2016,9/15/2016,40.11,43.13,39.25656,43.07212,64
Nevada,now-cast,Public Policy Polling,9/6/2016,9/7/2016,45.0,42.0,44.07351,42.02845,17
Alabama,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,19.55,54.53,26.73066,63.84499,67
Pennsylvania,now-cast,Suffolk University,7/25/2016,7/27/2016,46.0,37.0,48.61065,41.04913,67
Wyoming,now-cast,YouGov,10/4/2016,11/6/2016,26.2,59.0,26.99302,61.49441,23
California,now-cast,SurveyUSA,10/28/2016,10/31/2016,56.0,35.0,54.99168,34.28688,58
Pennsylvania,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,37.69,37.29,43.01914,42.80382,67
Alabama,now-cast,SurveyMonkey,10/20/2016,10/28/2016,36.0,53.0,34.54714,54.02404,67
Nevada,now-cast,Suffolk University,9/27/2016,9/29/2016,44.2,38.2,45.95847,41.42051,17
Georgia,now-cast,Time/Abt SRBI,5/9/2016,5/12/2016,41.0,45.0,41.89339,48.8279,159
Arizona,now-cast,Ipsos,8/5/2016,8/18/2016,39.0,47.03,38.54178,48.6218,15
Arizona,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,37.2,32.28,44.99917,41.79365,15
Florida,now-cast,JMC Enterprises,7/9/2016,7/10/2016,42.0,47.0,43.40935,49.78915,67
Missouri,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,37.3,35.44,42.63115,40.95485,115
Nebraska,now-cast,SurveyMonkey,10/20/2016,10/28/2016,32.0,53.0,30.57663,54.33885,93
Pennsylvania,now-cast,SurveyMonkey,11/1/2016,11/7/2016,46.0,43.0,44.54302,42.36056,67
Tennessee,now-cast,Princeton Survey Research Associates International,4/25/2016,5/11/2016,35.0,44.0,35.46437,48.07243,95
Connecticut,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,38.56,26.41,46.5509,35.8667,8
Iowa,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,30.38,35.27,38.23669,44.30304,99
Virginia,now-cast,Christopher Newport University,10/11/2016,10/14/2016,44.0,29.0,45.13284,33.937870000000004,134
Minnesota,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,40.71,25.69,48.30452,35.80421,87
Alaska,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,18.06,44.22,26.04756,53.67194,29
Illinois,now-cast,"Normington, Petts & Associates",8/1/2016,8/4/2016,51.0,32.0,50.25773,34.38257,102
Kansas,now-cast,SurveyMonkey,11/1/2016,11/7/2016,36.0,49.0,34.5558,48.36715,105
Alaska,now-cast,SurveyMonkey,10/25/2016,10/31/2016,38.0,46.0,36.67312,46.52133,29
Texas,now-cast,Ipsos,8/19/2016,8/25/2016,32.13,45.36,31.95216,46.67752,254
New Hampshire,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,32.92,22.15,41.14111,32.31868,10
District of Columbia,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,53.62,10.62,58.99134,16.15557,1
Illinois,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,42.66,28.26,48.09468,34.82917,102
West Virginia,now-cast,Ipsos,10/14/2016,11/2/2016,33.94,57.74,32.7014,58.21709,55
Indiana,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,33.93,36.45,39.25919,41.96385,92
North Carolina,now-cast,Rasmussen Reports/Pulse Opinion Research,11/2/2016,11/6/2016,49.0,43.0,49.46535,43.16427,100
Wisconsin,now-cast,Greenberg Quinlan Rosner (Democracy Corps),6/11/2016,6/20/2016,44.0,32.0,45.85207,36.93073,72
California,now-cast,SurveyUSA,3/30/2016,4/3/2016,60.0,26.0,57.20068000000001,26.51952,58
Georgia,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,37.71,41.45,43.02702,46.95757,159
Indiana,now-cast,Ipsos,8/5/2016,8/18/2016,36.31,54.13,34.95417,54.68694,92
West Virginia,now-cast,Ipsos,9/16/2016,10/6/2016,36.37,55.31,35.99466,55.98922,55
Delaware,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,37.37,30.62,45.11989000000001,39.73285,3
Vermont,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,65.93,10.76,71.62729,20.04976,14
Montana,now-cast,SurveyMonkey,10/28/2016,11/3/2016,34.0,53.0,32.68962,52.83121,56
Indiana,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,31.89,32.25,39.36251,40.68716,92
New Jersey,now-cast,Monmouth University,5/23/2016,5/27/2016,37.0,31.0,39.72023,36.58259,21
Vermont,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,48.17,21.49,53.64386,30.39326,14
New Mexico,now-cast,Ipsos,10/7/2016,10/27/2016,48.54,39.41,43.98545,37.55151,33
Virginia,now-cast,Public Policy Polling,11/3/2016,11/4/2016,48.0,43.0,47.457,42.35281,134
North Carolina,now-cast,Rasmussen Reports/Pulse Opinion Research,11/1/2016,11/3/2016,48.0,45.0,48.55997,45.30788,100
New Hampshire,now-cast,Ipsos,8/12/2016,9/1/2016,43.58,44.52,43.00586,45.80997,10
California,now-cast,SurveyUSA,10/13/2016,10/15/2016,56.0,30.0,55.07428,31.85975,58
Kentucky,now-cast,Ipsos,9/16/2016,9/29/2016,37.76,56.38,37.78416,57.04622,120
Ohio,now-cast,Baldwin Wallace University,10/9/2016,10/11/2016,43.2,34.4,45.55789,39.80239,88
Ohio,now-cast,SurveyMonkey,10/8/2016,10/16/2016,41.0,44.0,39.84124,46.62506,88
West Virginia,now-cast,SurveyMonkey,10/27/2016,11/2/2016,27.0,59.0,25.67834,59.0169,55
Utah,now-cast,Rasmussen Reports/Pulse Opinion Research,10/15/2016,10/16/2016,28.0,30.0,28.54175,33.15626,29
Nevada,now-cast,YouGov,10/12/2016,10/14/2016,46.0,40.0,47.01972,43.22078,17
New Jersey,now-cast,Fairleigh Dickinson University (PublicMind),6/22/2016,6/26/2016,52.0,31.0,54.26517,35.5982,21
California,now-cast,Ipsos,8/26/2016,9/1/2016,62.67,24.2,62.88968000000001,25.60703,58
Virginia,now-cast,SurveyMonkey,10/28/2016,11/3/2016,48.0,40.0,46.66008,39.77784000000001,134
New Jersey,now-cast,Ipsos,8/12/2016,8/25/2016,48.08,33.54,48.71011,35.92739,21
Oregon,now-cast,Ipsos,10/21/2016,11/2/2016,46.46,37.41,45.15017,37.11946,36
Tennessee,now-cast,Ipsos,9/2/2016,9/15/2016,26.46,49.74,26.68731,50.68331,95
Idaho,now-cast,Ipsos,9/16/2016,10/6/2016,31.01,55.22,30.059990000000006,55.34184000000001,44
Iowa,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,34.22,32.63,39.66975,41.25797,99
Oregon,now-cast,icitizen,9/2/2016,9/7/2016,43.0,28.0,47.32609,34.30233,36
Texas,now-cast,YouGov,10/4/2016,11/6/2016,36.8,44.7,37.57941,47.00341,254
New York,now-cast,Ipsos,10/21/2016,10/27/2016,51.97,30.28,51.24924,31.24445,62
Washington,now-cast,SurveyMonkey,10/30/2016,11/6/2016,51.0,34.0,49.63195,33.42753,39
Ohio,now-cast,Ipsos,10/27/2016,11/2/2016,46.21,45.98,45.27837,45.31907,88
North Dakota,now-cast,SurveyMonkey,10/26/2016,11/1/2016,32.0,54.0,30.692840000000004,54.32317,53
Michigan,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,37.61,30.85,44.33145,39.54216,83
Colorado,now-cast,Ipsos,9/9/2016,9/22/2016,42.05,43.82,41.14901,43.54161,64
Mississippi,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,26.97,53.12,34.339220000000005,61.68971,82
Nevada,now-cast,Clarity Campaign Labs,10/10/2016,10/11/2016,43.0,43.0,41.93835,43.95367,17
Maine CD-2,now-cast,Emerson College,9/2/2016,9/5/2016,36.2,40.7,39.00153,42.61801,
Wisconsin,now-cast,SurveyMonkey,10/29/2016,11/4/2016,44.0,43.0,42.67556,42.66176,72
Texas,now-cast,Emerson College,9/7/2016,9/10/2016,36.1,42.4,38.48877,43.58572,254
Georgia,now-cast,Landmark Communications,11/3/2016,11/3/2016,46.0,48.0,45.14022,47.56899,159
North Carolina,now-cast,Ipsos,9/2/2016,9/15/2016,46.37,43.72,46.40102,44.42618,100
California,now-cast,SurveyMonkey,9/1/2016,9/8/2016,49.0,29.0,51.34373,33.89975,58
New Hampshire,now-cast,MassINC Polling Group,10/10/2016,10/12/2016,41.0,38.0,41.77852,42.25343,10
New Hampshire,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,28.44,37.61,36.459,46.76042,10
North Carolina,now-cast,SurveyMonkey,10/25/2016,10/31/2016,47.0,44.0,45.63201,44.34481,100
Florida,now-cast,Greenberg Quinlan Rosner (Democracy Corps),6/11/2016,6/20/2016,49.0,38.0,50.71523,42.71563,67
Florida,now-cast,Public Policy Polling,10/25/2016,10/26/2016,48.0,44.0,47.08155,44.37571,67
Minnesota,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,37.2,26.85,44.88225,35.56091,87
Massachusetts,now-cast,SurveyMonkey,10/26/2016,11/1/2016,58.0,29.0,56.71946,29.4131,14
Massachusetts,now-cast,YouGov,10/4/2016,11/6/2016,51.3,28.6,52.12057,31.48149,14
Maryland,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,46.95,23.56,54.63142,32.57516,24
Connecticut,now-cast,SurveyMonkey,10/18/2016,10/26/2016,51.0,36.0,49.56995,37.80508,8
Washington,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,43.11,24.38,50.95138,34.45148,39
West Virginia,now-cast,SurveyMonkey,10/17/2016,10/25/2016,29.0,61.0,27.56527,62.82879000000001,55
Utah,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,21.33,35.05,26.6723,40.5706,29
Missouri,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,35.45,31.19,43.153,40.23594,115
Maryland,now-cast,ABC News/Washington Post,3/30/2016,4/3/2016,63.0,28.0,60.90723000000001,30.29558,24
Hawaii,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,51.35,20.4,57.03327,29.58722,5
New York,now-cast,Ipsos,10/28/2016,11/3/2016,56.42,34.22,56.15384,34.02737,62
Kentucky,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,36.44,36.64,43.11031,45.22472,120
Minnesota,now-cast,SurveyMonkey,10/26/2016,11/1/2016,47.0,37.0,45.67558,37.26485,87
Montana,now-cast,Ipsos,10/7/2016,10/27/2016,31.59,47.82,28.48661,47.50037,56
New Jersey,now-cast,Emerson College,9/2/2016,9/5/2016,47.0,43.0,49.59676,44.62849,21
Missouri,now-cast,Ipsos,10/21/2016,11/3/2016,40.06,48.67,38.84956,48.15672,115
Minnesota,now-cast,Ipsos,8/12/2016,8/25/2016,43.51,34.62,42.81049,35.70983,87
South Dakota,now-cast,SurveyMonkey,10/17/2016,10/25/2016,32.0,52.0,30.56902,53.88144000000001,66
West Virginia,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,19.6,48.64,27.41525,58.1786,55
Montana,now-cast,SurveyMonkey,10/25/2016,10/31/2016,36.0,49.0,34.67041,49.50967,56
New Hampshire,now-cast,Greenberg Quinlan Rosner (Democracy Corps),9/29/2016,10/2/2016,46.0,38.0,46.60487,42.17197,10
Oklahoma,now-cast,Ipsos,7/29/2016,8/18/2016,29.21,58.44,27.82995,59.01492,77
North Carolina,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,32.31,39.54,39.70438,47.87518,100
Florida,now-cast,Remington,11/1/2016,11/2/2016,45.0,48.0,44.83015,46.56268,67
North Dakota,now-cast,Ipsos,10/28/2016,11/2/2016,26.18,49.74,24.64031,48.29604000000001,53
Missouri,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,38.89,28.71,46.30936,38.48595,115
Florida,now-cast,SurveyMonkey,10/30/2016,11/6/2016,47.0,45.0,45.61023,44.41449,67
Iowa,now-cast,Public Policy Polling,12/10/2015,12/13/2015,45.0,43.0,43.36524,42.46074,99
Maryland,now-cast,SurveyMonkey,10/28/2016,11/3/2016,62.0,27.0,60.65896,26.77582,24
Ohio,now-cast,Zogby Interactive/JZ Analytics,5/18/2016,5/22/2016,38.0,33.0,41.03541,39.42598,88
Michigan,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,33.6,33.62,39.23259,42.43653,83
Pennsylvania,now-cast,Clarity Campaign Labs,11/1/2016,11/4/2016,47.0,43.0,47.75366,42.8364,67
Maine CD-2,now-cast,University of New Hampshire,9/15/2016,9/20/2016,34.0,48.0,32.86978,49.09681,
Arkansas,now-cast,SurveyMonkey,10/27/2016,11/2/2016,36.0,53.0,34.66227,52.97664,75
Arizona,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,35.06,26.9,42.74507,36.70001,15
Arizona,now-cast,Ipsos,10/14/2016,10/20/2016,42.59,44.59,40.89799,45.55193,15
Utah,now-cast,SurveyMonkey,10/18/2016,10/26/2016,29.0,32.0,27.5147,33.58913,29
South Carolina,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,30.09,39.17,37.32069,48.5816,46
Utah,now-cast,SurveyMonkey,10/17/2016,10/25/2016,28.0,33.0,26.5154,34.7276,29
Massachusetts,now-cast,Ipsos,10/28/2016,11/3/2016,52.57,36.76,51.57465,35.88239,14
Ohio,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,36.04,33.55,42.74393,42.20536,88
Nebraska,now-cast,SurveyMonkey,10/24/2016,10/30/2016,33.0,51.0,31.65446,51.67484,93
Nebraska,now-cast,Ipsos,10/13/2016,11/2/2016,31.34,52.38,29.72957,52.6751,93
New Hampshire,now-cast,University of New Hampshire,11/1/2016,11/4/2016,47.0,40.0,46.93991,41.26349,10
Florida,now-cast,Quinnipiac University,11/3/2016,11/6/2016,46.0,45.0,46.36561,43.9599,67
Pennsylvania,now-cast,SurveyMonkey,10/26/2016,11/1/2016,48.0,42.0,46.65113,42.1822,67
Nebraska,now-cast,Ipsos,8/19/2016,9/8/2016,27.75,55.65,27.428390000000004,56.52973000000001,93
Arizona,now-cast,Emerson College,10/28/2016,10/31/2016,43.0,47.0,43.20894000000001,45.57221,15
Georgia,now-cast,Time/Abt SRBI,10/17/2016,10/20/2016,42.0,44.0,42.31744000000001,47.12248,159
Wisconsin,now-cast,Marquette University,1/21/2016,1/24/2016,47.0,38.0,46.6254,40.59436,72
Georgia,now-cast,Landmark Communications,5/5/2016,5/5/2016,41.0,42.0,39.14238,42.62778,159
Nevada,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,36.02,37.99,41.35638,43.50755,17
California,now-cast,Ipsos,10/27/2016,11/2/2016,59.58,30.7,59.02032,30.41763,58
Ohio,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,33.35,35.38,38.78741,41.9609,88
New Hampshire,now-cast,Fox News/Anderson Robbins Research/Shaw & Company Research,11/15/2015,11/17/2015,47.0,40.0,47.41697,39.83609000000001,10
Florida,now-cast,Saint Leo University,3/13/2016,3/17/2016,51.7,34.2,48.89357,38.57467000000001,67
Maine,now-cast,Ipsos,9/16/2016,10/6/2016,45.94,33.06,45.06652,33.37918,16
North Dakota,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,13.34,63.29,19.43162,72.43739000000002,53
Indiana,now-cast,SurveyMonkey,10/20/2016,10/28/2016,36.0,50.0,34.56433,51.2076,92
Colorado,now-cast,CNN/Opinion Research Corp.,9/20/2016,9/25/2016,41.0,42.0,42.26072,42.73304,64
North Dakota,now-cast,Ipsos,9/16/2016,10/6/2016,30.32,43.17,29.31746,43.31581,53
West Virginia,now-cast,SurveyMonkey,10/20/2016,10/28/2016,28.0,61.0,26.57747,62.34792,55
Florida,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,36.07,39.16,41.41056,46.90794,67
Arkansas,now-cast,Ipsos,9/16/2016,10/6/2016,37.87,53.01,37.42255,53.5509,75
Indiana,now-cast,SurveyMonkey,10/29/2016,11/4/2016,35.0,53.0,33.65298,52.6321,92
Connecticut,now-cast,Ipsos,10/21/2016,11/2/2016,48.11,42.23,46.96425,42.11234,8
New Hampshire,now-cast,Rasmussen Reports/Pulse Opinion Research,11/1/2016,11/3/2016,43.0,42.0,43.62978,42.37049,10
Rhode Island,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,45.07,32.76,50.5599,41.84636,5
Florida,now-cast,SurveyMonkey,10/18/2016,10/26/2016,47.0,44.0,45.55444,45.59467,67
Florida,now-cast,Siena College,10/25/2016,10/27/2016,42.0,46.0,42.43429,48.52064,67
Illinois,now-cast,Ipsos,10/27/2016,11/2/2016,50.68,39.83,50.11831,39.53462,102
Virginia,now-cast,Ipsos,8/26/2016,9/8/2016,50.38,37.08,50.36795,38.02437000000001,134
New Jersey,now-cast,YouGov,10/4/2016,11/6/2016,47.7,35.7,48.48978,38.14899000000001,21
Louisiana,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,26.43,45.38,33.85781,53.8382,64
Michigan,now-cast,Ipsos,8/5/2016,8/18/2016,43.97,42.89,43.30225,44.24482,83
Rhode Island,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,46.65,28.26,52.02857,36.52357,5
New York,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,41.56,28.23,49.15987,36.83339,62
New York,now-cast,SurveyMonkey,10/18/2016,10/26/2016,57.0,32.0,55.55805,33.6437,62
Kentucky,now-cast,SurveyMonkey,10/25/2016,10/31/2016,31.0,58.0,29.64543,58.40245,120
Washington,now-cast,SurveyMonkey,10/18/2016,10/26/2016,51.0,34.0,49.5708,35.81667,39
Illinois,now-cast,Ipsos,10/14/2016,10/20/2016,57.33,27.64,56.11309,28.98267,102
New Mexico,now-cast,Public Policy Polling,5/13/2016,5/15/2016,41.0,33.0,42.72651,36.70234,33
California,now-cast,Field Research Corporation (Field Poll),3/24/2016,4/4/2016,59.0,31.0,58.51768000000001,34.10181,58
Minnesota,now-cast,SurveyMonkey,10/25/2016,10/31/2016,46.0,37.0,44.66415,37.48281,87
Arizona,now-cast,SurveyMonkey,10/17/2016,10/25/2016,41.0,42.0,39.56416,43.81329,15
Michigan,now-cast,Marist College,3/1/2016,3/3/2016,52.0,36.0,49.35326,39.02076,83
Indiana,now-cast,Marist College,4/26/2016,4/28/2016,41.0,48.0,38.73291,50.62593,92
North Carolina,now-cast,"National Research, Inc.",10/14/2016,10/17/2016,44.0,42.0,44.53013,45.4915,100
Illinois,now-cast,We Ask America,9/12/2016,9/12/2016,51.24,32.71,54.03368,36.14184,102
Maryland,now-cast,SurveyMonkey,10/20/2016,10/28/2016,62.0,27.0,60.56499,28.21463,24
North Carolina,now-cast,Gravis Marketing,10/25/2016,10/26/2016,49.0,47.0,49.08549,47.80913,100
Illinois,now-cast,SurveyMonkey,10/17/2016,10/25/2016,52.0,34.0,50.55811,35.7283,102
Washington,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,45.72,25.4,51.17671,34.107409999999994,39
Georgia,now-cast,Quinnipiac University,10/20/2016,10/26/2016,43.0,44.0,43.43274,44.85516,159
Florida,now-cast,Monmouth University,8/12/2016,8/15/2016,48.0,39.0,48.99277,42.76325,67
