State,Poll Type,Clinton,Trump,Clinton Adjusted,Trump Adjusted
New York,now-cast,57.0,32.0,55.55805,33.6437
Virginia,now-cast,43.0,35.0,44.93618,41.59817
North Carolina,now-cast,38.0,39.0,40.04612,42.43353
Maine,now-cast,45.01,33.56,44.50705,33.69116
Idaho,now-cast,25.0,44.0,27.2978,49.63132
Colorado,now-cast,42.95,23.66,48.6056,32.64485
Arizona,now-cast,40.02,30.69,45.65841,39.54911
Vermont,now-cast,45.0,24.0,47.56436,30.08693
Iowa,now-cast,38.0,36.0,40.20032,43.01337
Colorado,now-cast,43.0,40.0,41.6794,40.27774
North Dakota,now-cast,22.78,45.48,29.65266,54.4899
California,now-cast,54.0,31.0,52.55834,32.64762
Colorado,now-cast,45.0,38.0,43.56632000000001,39.75583
Pennsylvania,now-cast,36.67,35.97,42.09306,44.29325
Pennsylvania,now-cast,49.0,41.0,47.63713,41.58546
Delaware,now-cast,43.16,35.28,42.93349,35.57879000000001
Colorado,now-cast,43.0,39.0,41.66782,39.49855
Idaho,now-cast,27.19,42.68,33.96307,51.48065
Mississippi,now-cast,38.2,49.22,38.65174,50.09592
Texas,now-cast,29.7,36.8,34.88868,44.0823
West Virginia,now-cast,33.12,52.74,33.06315,53.23619
Washington,now-cast,49.0,37.0,48.82629,38.56279
Michigan,now-cast,33.6,33.62,39.23259,42.43653
North Carolina,now-cast,35.61,38.39,41.20439,46.92716
Tennessee,now-cast,33.28,43.35,39.25811,52.03988
Indiana,now-cast,37.0,49.0,35.63721,49.58589
Wyoming,now-cast,18.8,35.07,25.57931,43.88375
Iowa,now-cast,41.0,39.0,41.45897,41.33202
Georgia,now-cast,45.0,41.0,43.78962,43.24749
Maryland,now-cast,61.0,27.0,59.55356999999999,28.66452
Oregon,now-cast,51.0,36.0,49.66737,36.74142
Michigan,now-cast,44.0,43.0,42.66539,43.2304
Maine,now-cast,42.82,41.51,48.94283,50.78318
Iowa,now-cast,36.61,27.19,42.66127,36.17476
Wisconsin,now-cast,45.0,41.0,43.65847,41.69551
New Jersey,now-cast,49.0,34.0,50.71711,36.61786
Texas,now-cast,42.0,46.0,40.64023,46.60146
Florida,now-cast,43.0,45.0,41.83788,47.60045
Maine CD-1,now-cast,48.0,33.0,48.15616,36.47904000000001
Nebraska,now-cast,31.87,36.58,38.61364,45.31879
Florida,now-cast,47.0,44.0,45.66016,44.21273
Arkansas,now-cast,33.0,54.0,31.55537,55.68975
Alabama,now-cast,22.51,53.8,28.4016,62.14116
Oklahoma,now-cast,28.99,39.64,35.62968,48.16034000000001
Missouri,now-cast,36.06,47.69,35.52089,47.78822
Maine,now-cast,51.0,35.0,49.58591,37.11877
North Carolina,now-cast,49.0,42.0,47.64214000000001,42.15182
California,now-cast,59.0,33.0,59.46458000000001,34.7674
Idaho,now-cast,27.39,59.62,26.765,59.55819
North Carolina,now-cast,48.0,43.0,46.5433,44.44368
Maryland,now-cast,51.84,32.73,51.81495,33.33548
Tennessee,now-cast,39.0,51.0,37.64059,51.60329
Michigan,now-cast,44.75,38.18,43.37756,38.76831
Arkansas,now-cast,41.3,49.92,41.14609,50.28026
Arizona,now-cast,43.0,43.0,41.654,43.67247
New Jersey,now-cast,46.68,34.18,47.07407,35.62909000000001
South Carolina,now-cast,31.38,45.47,37.28956,53.88355
Wisconsin,now-cast,42.17,27.33,47.81615,36.24576
Florida,now-cast,48.55,43.74,48.28529,45.39668
Nevada,now-cast,42.38,43.73,41.99438,43.87902
Ohio,now-cast,41.0,34.0,43.02679000000001,40.74059000000001
Minnesota,now-cast,41.0,34.0,43.3051,39.64378
District of Columbia,now-cast,66.53,15.3,74.26642,24.42363
Ohio,now-cast,41.0,44.0,39.64763,44.63961
Alabama,now-cast,39.35,53.12,39.23778,53.55209
North Dakota,now-cast,26.63,49.28,34.14557,58.08595
North Carolina,now-cast,44.16,43.09,43.37856,44.09426
Oregon,now-cast,48.54,23.82,54.60239,32.84959
Maine,now-cast,37.0,34.0,39.55135,40.06468
North Carolina,now-cast,44.0,37.0,45.82313,43.42046
Pennsylvania,now-cast,46.0,32.0,47.91435,38.56385
Nevada,now-cast,44.0,44.0,42.56058,45.76300000000001
Maryland,now-cast,48.14,25.89,54.11041,34.54881
Wyoming,now-cast,17.78,45.91,25.16699,54.53099
New Mexico,now-cast,48.94,39.69,45.82982,37.13914000000001
New Jersey,now-cast,44.0,32.0,47.85974,38.19277
Georgia,now-cast,38.11,50.98,37.50825,51.26399
Illinois,now-cast,51.0,34.0,53.23966,36.7529
Colorado,now-cast,44.0,39.0,42.66392000000001,39.72362
New Hampshire,now-cast,47.21,41.25,46.66535,41.36779
Florida,now-cast,46.0,45.0,44.64933,45.41918
Maine CD-2,now-cast,36.0,37.0,35.40831,39.61566
Ohio,now-cast,46.21,42.56,45.11523,43.40203
South Dakota,now-cast,29.11,31.07,36.50235,39.6987
Michigan,now-cast,43.0,40.0,41.55767,41.63848
Kansas,now-cast,34.4,53.56,33.343309999999995,53.06107
Maine,now-cast,36.31,28.63,43.90499000000001,37.55019
Nebraska,now-cast,32.0,42.0,34.25033,47.55017
Delaware,now-cast,25.92,23.36,33.18267,31.80217
Oregon,now-cast,48.42,37.65,48.037,37.98837
Alaska,now-cast,28.37,37.74,35.82546,46.45948
Massachusetts,now-cast,52.75,19.79,58.92097,29.25722
Nebraska,now-cast,33.0,52.0,31.56447,53.8176
Mississippi,now-cast,24.3,45.98,30.76491,54.1331
Michigan,now-cast,43.0,42.0,41.65435,42.44075
New York,now-cast,49.34,29.05,49.45348,30.19831
North Carolina,now-cast,47.0,44.0,45.63201,44.34481
Virginia,now-cast,48.0,32.0,49.88524,37.83382
Tennessee,now-cast,35.1,47.07,35.20563,47.81377
Louisiana,now-cast,33.0,49.0,34.91908,53.98399000000001
Michigan,now-cast,47.0,37.0,45.95057,39.1032
Pennsylvania,now-cast,49.34,42.79,48.48824000000001,43.79162
District of Columbia,now-cast,43.22,28.46,51.30132,37.69177
Nebraska,now-cast,32.71,51.19,32.34444000000001,51.37436
New Jersey,now-cast,52.0,31.0,54.26517,35.5982
Vermont,now-cast,48.29,28.19,55.8961,37.12618
Ohio,now-cast,34.87,35.98,40.49736,44.75832
Kentucky,now-cast,31.0,59.0,29.64185,59.60979
Indiana,now-cast,30.0,46.0,32.08867,51.27386
Pennsylvania,now-cast,38.86,36.06,44.46916,44.70518
Mississippi,now-cast,43.0,46.0,44.80087,50.78194000000001
New Jersey,now-cast,39.82,32.04,45.46144,40.92135
West Virginia,now-cast,30.64,40.3,37.98739000000001,48.86403
Montana,now-cast,36.29,53.6,34.72778,52.74599
Florida,now-cast,47.0,44.0,45.55444,45.59467
Iowa,now-cast,42.15,48.82,41.9291,49.17359
New Mexico,now-cast,43.05,22.73,49.81449,31.51261
Michigan,now-cast,37.0,34.0,39.52476,37.64398
Kansas,now-cast,36.39,28.62,43.15104,37.39536
Arkansas,now-cast,29.66,45.44,36.32439,54.01226
Missouri,now-cast,34.0,43.0,36.11781,48.32367
South Carolina,now-cast,43.0,45.0,41.54066,46.48317
New Mexico,now-cast,41.8,36.6,42.95235,37.70919
Maine,now-cast,42.0,32.0,45.74943,37.00113
Georgia,now-cast,42.71,46.04,42.35686,46.18082
Oklahoma,now-cast,31.34,53.86,30.13355,53.15657
Louisiana,now-cast,38.0,53.0,36.54087,54.48619
Missouri,now-cast,36.0,50.0,34.55503,51.68501
Louisiana,now-cast,31.23,45.71,37.76822,54.01714000000001
Louisiana,now-cast,37.53,49.56,37.78213,50.26938
New Hampshire,now-cast,28.44,37.61,36.459,46.76042
Kentucky,now-cast,36.44,36.64,43.11031,45.22472
Michigan,now-cast,47.0,30.0,49.05906,36.79132
New Hampshire,now-cast,40.0,34.0,42.6526,40.23774
Wisconsin,now-cast,41.0,36.0,44.65082,40.50661
Illinois,now-cast,48.3,29.5,50.7211,34.19449
Florida,now-cast,46.0,45.0,44.64569,45.6296
Florida,now-cast,47.0,34.0,49.00601,40.70793
Arkansas,now-cast,37.0,46.0,39.12254,51.33175
Alabama,now-cast,31.0,53.0,32.86257,57.88741
Indiana,now-cast,35.88,53.16,34.6148,52.52246
Tennessee,now-cast,31.62,42.73,38.28299000000001,51.29932
South Carolina,now-cast,29.83,40.78,36.36635,49.08321
Colorado,now-cast,43.25,45.22,42.24414,44.92477
Georgia,now-cast,30.76,42.67,36.66658,51.07155
Massachusetts,now-cast,50.12,28.38,50.08857,29.17715
North Carolina,now-cast,48.07,43.58,47.99511,44.10605
Illinois,now-cast,52.71,33.37,52.53264,34.19934
Texas,now-cast,29.79,41.49,35.40454000000001,50.17451
Minnesota,now-cast,39.04,25.42,45.08016,34.35996
Iowa,now-cast,40.0,44.0,38.57073,45.90552
Washington,now-cast,45.5,27.99,51.57318,37.06308
Nevada,now-cast,40.0,37.0,42.19576,42.45691
Wisconsin,now-cast,42.48,42.0,42.43961,42.65332
Minnesota,now-cast,42.8,34.63,42.08265,34.61205
Arizona,now-cast,40.0,44.0,40.37923,46.19623
Arizona,now-cast,38.24,35.87,44.26033,44.73003
Missouri,now-cast,38.0,47.0,40.25244,49.13386
Colorado,now-cast,41.46,25.52,47.51153,34.5058
Utah,now-cast,28.0,33.0,26.5154,34.7276
Illinois,now-cast,45.0,31.0,47.16107,36.39761
Illinois,now-cast,36.05,32.23,41.67269,40.97419
Virginia,now-cast,48.0,39.0,46.55426,40.67419
Virginia,now-cast,34.05,36.57,40.02365,45.2419
Montana,now-cast,32.15,36.3,39.58402,44.98865
North Carolina,now-cast,47.0,43.0,45.62861,43.54152
Florida,now-cast,36.93,39.19,42.554,47.94371
North Carolina,now-cast,35.04,36.78,40.98043,45.31799
New Jersey,now-cast,45.0,38.0,47.16244,41.42381
Delaware,now-cast,40.04,32.95,39.83223,33.38474
Illinois,now-cast,52.0,34.0,50.55811,35.7283
Connecticut,now-cast,44.46,26.58,51.29098,35.50233
Missouri,now-cast,34.15,30.38,40.12729,39.06653
Michigan,now-cast,43.0,42.0,41.65064,42.65516
Massachusetts,now-cast,61.0,28.0,59.59613,30.26225
California,now-cast,53.0,34.0,53.23336,35.32809
Florida,now-cast,42.0,47.0,43.40935,49.78915
California,now-cast,49.0,29.0,51.34373,33.89975
Alabama,now-cast,36.0,52.0,34.53685,53.42965
Kentucky,now-cast,35.39,34.0,41.37208,42.70586
Oklahoma,now-cast,26.0,49.0,28.082690000000003,54.26364
Rhode Island,now-cast,46.4,30.9,54.47926,40.12908
New Jersey,now-cast,50.49,32.22,51.20442,33.53423
Iowa,now-cast,38.14,29.27,44.93813,38.12329
Wyoming,now-cast,30.13,45.26,37.81493,53.9744
Indiana,now-cast,36.04,35.07,42.0075,43.7171
Maryland,now-cast,54.0,27.0,56.09732,32.28865
Maryland,now-cast,48.83,23.09,55.47875,31.62941
Mississippi,now-cast,37.59,49.94,38.04066,50.91476
Texas,now-cast,32.9,48.31,32.485040000000005,48.88073
Idaho,now-cast,32.19,54.9,31.59116,54.98804000000001
Oklahoma,now-cast,32.0,56.0,30.55253,57.64988
Maine,now-cast,39.71,38.19,39.24711,38.49704000000001
Washington,now-cast,51.0,34.0,49.57538,35.97082
Idaho,now-cast,22.61,46.46,29.9884,55.06863000000001
New Mexico,now-cast,37.0,29.0,39.28396,34.60765
New Jersey,now-cast,37.0,31.0,39.72023,36.58259
Michigan,now-cast,39.75,28.98,45.75976,37.79744
New Hampshire,now-cast,51.19,36.28,50.69096,36.58406
North Dakota,now-cast,17.44,39.19,25.2708,48.09478
New York,now-cast,47.36,27.7,52.99361,36.52403
New Jersey,now-cast,52.0,36.0,50.56533,37.82974
Kentucky,now-cast,37.31,53.57,37.42031,54.24128
Idaho,now-cast,23.0,44.0,25.48243,48.08949000000001
California,now-cast,63.67,23.74,63.5364,24.6432
West Virginia,now-cast,34.55,51.74,34.51733,52.38232
Minnesota,now-cast,47.0,36.0,45.56837,37.87239
Wisconsin,now-cast,44.29,27.22,50.32439,36.13669
Connecticut,now-cast,44.0,33.0,46.39118,38.79092
Oregon,now-cast,48.01,26.47,54.82867,35.36646
Connecticut,now-cast,50.0,36.0,48.5745,37.95852
Tennessee,now-cast,38.0,49.0,36.55521,50.68748
Vermont,now-cast,43.99,18.62,51.9235,27.65882
California,now-cast,48.27,26.89,53.90438,35.71965
Indiana,now-cast,35.0,48.0,33.55295,49.65586
Hawaii,now-cast,40.16,21.25,48.17055,30.48927
North Carolina,now-cast,42.0,40.0,44.96248,44.71223
Massachusetts,now-cast,48.0,29.0,50.69475,35.30979
Massachusetts,now-cast,50.2,22.82,57.21923,32.1379
New Mexico,now-cast,46.94,37.92,43.85522,35.51757
Arizona,now-cast,39.0,45.0,40.80423,49.85553
Wisconsin,now-cast,44.0,32.0,45.85207,36.93073
Arkansas,now-cast,41.08,49.15,40.94265,49.64212
Wisconsin,now-cast,43.0,41.0,41.56715,42.85519
New Hampshire,now-cast,40.36,38.63,48.04148,47.6746
Kentucky,now-cast,35.33,53.99,35.49423,55.01161999999999
Maryland,now-cast,50.27,33.88,50.32796,34.48856
Delaware,now-cast,41.23,30.04,48.77391,38.57034
Nebraska,now-cast,29.03,38.05,36.36784,46.60029
Alabama,now-cast,19.45,56.59,25.95317,64.82351
Kansas,now-cast,35.91,50.8,34.8784,50.44893
District of Columbia,now-cast,38.8,32.39,47.0442,41.94245
Tennessee,now-cast,31.0,51.0,33.12028,56.32789
Nevada,now-cast,45.03,45.02,44.66494,45.3084
Maine,now-cast,42.0,35.0,41.83071,38.09893
Georgia,now-cast,28.89,43.74,35.42085,52.03166
Missouri,now-cast,35.23,50.79,34.77575,50.89246
Iowa,now-cast,44.0,31.0,47.69168,36.52166
Iowa,now-cast,40.51,50.74,40.31748,51.2476
Kentucky,now-cast,28.3,33.6,35.28791,43.07173
Pennsylvania,now-cast,45.23,42.35,44.91388,43.00571
Kentucky,now-cast,29.0,52.0,31.13209,57.34808
South Dakota,now-cast,31.03,30.11,38.72101,38.83234
Indiana,now-cast,34.92,53.53,33.73702,52.89504
Pennsylvania,now-cast,39.65,33.6,45.61724,42.24604
Nevada,now-cast,35.2,33.06,41.90979,41.72768
Kentucky,now-cast,29.0,60.0,27.55605,61.69931
Michigan,now-cast,39.35,39.05,38.5499,39.28209
Ohio,now-cast,32.41,35.84,38.41028,44.61922
Georgia,now-cast,44.0,47.0,42.54002,48.4743
New Jersey,now-cast,49.0,34.0,51.26246,39.57091
Nebraska,now-cast,30.94,54.47,30.59801,54.79934
Alaska,now-cast,20.82,39.24,28.5826,48.05578
New Mexico,now-cast,37.92,26.02,45.28656,34.61162
Montana,now-cast,39.04,52.31,37.52188,51.74633
Connecticut,now-cast,47.33,37.36,47.2629,38.01037
Ohio,now-cast,40.0,45.0,38.55991,46.75354
New Jersey,now-cast,40.3,34.19,46.32584,43.07227
Nevada,now-cast,33.96,34.44,41.25122,42.92324
Oregon,now-cast,43.63,41.36,43.3548,41.71705
Mississippi,now-cast,25.49,52.31,32.44388,60.30799
Oregon,now-cast,51.0,32.0,49.57309,33.93866
Tennessee,now-cast,33.39,47.02,33.58071,47.76815
Arizona,now-cast,41.0,42.0,39.56416,43.81329
Oregon,now-cast,46.0,32.0,48.01397,36.47062
Michigan,now-cast,46.0,41.0,46.26836,42.87901
Arkansas,now-cast,28.09,45.52,35.31867000000001,53.91326
Rhode Island,now-cast,37.65,30.19,45.89203,39.73954000000001
Ohio,now-cast,44.36,42.81,43.82938,43.29811
Delaware,now-cast,43.33,28.07,43.15895,28.76905
Maine,now-cast,33.3,35.15,41.22088,44.17237
Montana,now-cast,32.75,28.94,40.48829,37.72404
Michigan,now-cast,48.0,33.0,49.76828,37.79902
North Dakota,now-cast,26.31,45.08,34.28967,54.27786999999999
Georgia,now-cast,46.0,46.0,47.10216,49.24421
Vermont,now-cast,49.71,18.36,57.79811,27.70322
Virginia,now-cast,40.86,27.0,47.51475,35.55201
Oklahoma,now-cast,29.57,54.94,28.37792,54.36433
Texas,now-cast,40.0,47.0,38.55497,48.68416
Illinois,now-cast,39.07,29.52,45.06181,38.26508
Wyoming,now-cast,16.57,58.22,24.39564,67.21143000000001
Maine,now-cast,33.34,27.83,41.41479,37.15537
Kansas,now-cast,27.0,44.0,31.37677,47.32865
North Carolina,now-cast,31.28,41.89,37.87337,50.31305
Colorado,now-cast,44.0,38.0,42.57079,39.90629000000001
Pennsylvania,now-cast,48.0,42.0,46.5529,43.65507
West Virginia,now-cast,19.42,35.52,27.06001,44.17578
New Hampshire,now-cast,34.66,34.38,42.83839,43.84424
Illinois,now-cast,53.43,30.81,53.5531,31.458040000000004
Louisiana,now-cast,35.79,51.87,36.04753,52.69036
Kansas,now-cast,42.95,30.92,50.31181,39.50478
Washington,now-cast,45.41,24.67,52.2486,33.608340000000005
Idaho,now-cast,31.94,56.14,31.38287,56.50993
Arizona,now-cast,44.13,45.74,43.755,46.04483
Colorado,now-cast,40.0,39.0,43.71116,43.59801
Louisiana,now-cast,30.6,45.73,37.65487,53.87325
Hawaii,now-cast,43.2,31.59,51.06005,40.53296
Colorado,now-cast,38.58,28.19,45.3786,37.04429
Texas,now-cast,31.75,39.97,37.727,48.65538
Delaware,now-cast,33.9,28.33,41.57673,37.12183
Kansas,now-cast,43.0,36.0,44.23519,41.18600000000001
Georgia,now-cast,38.0,45.0,40.33162,48.97774
Oregon,now-cast,44.19,40.95,43.98529,41.70327
Mississippi,now-cast,17.14,54.84,24.33362,62.91315
West Virginia,now-cast,38.76,49.23,38.76769,50.1495
Minnesota,now-cast,37.89,28.42,44.66759,37.23015
Arizona,now-cast,38.76,32.92,45.50096,41.65318
Michigan,now-cast,42.97,41.67,42.48057,41.7661
New York,now-cast,58.0,31.0,56.56231999999999,32.78735
New Hampshire,now-cast,48.47,38.66,48.02574,39.29198
California,now-cast,54.0,31.0,52.56261,32.7915
Minnesota,now-cast,42.86,35.94,42.24445,35.93696
Mississippi,now-cast,37.2,51.15,37.67406,52.34217
North Carolina,now-cast,44.0,42.0,47.32018,46.00578
Oklahoma,now-cast,22.59,35.91,29.78463,44.2543
Arkansas,now-cast,36.41,35.42,43.91534,43.90001
North Carolina,now-cast,47.0,43.0,45.54721,44.57518
Idaho,now-cast,18.72,43.51,26.39518,52.21168
Connecticut,now-cast,37.53,31.5,44.98816,40.22337
Missouri,now-cast,38.49,29.66,45.15145,38.2261
Washington,now-cast,49.39,35.21,49.33858,35.80041
Nevada,now-cast,32.23,33.54,39.8063,42.11262
Indiana,now-cast,41.0,48.0,38.73291,50.62593
Florida,now-cast,46.0,42.0,47.61812000000001,44.94885
Kentucky,now-cast,32.6,35.16,39.83683,43.565
Michigan,now-cast,37.61,30.85,44.33145,39.54216
New Mexico,now-cast,37.79,43.19,34.74642,41.06766
New York,now-cast,52.85,34.06,53.27454,35.02599
Massachusetts,now-cast,53.52,30.28,53.62564,31.11426
Virginia,now-cast,38.8,39.2,40.8768,41.05468
Wisconsin,now-cast,41.12,41.09,41.17986,41.75725
Colorado,now-cast,42.05,43.82,41.14901,43.54161
Iowa,now-cast,36.0,40.0,38.33821,45.70037
Texas,now-cast,32.6,48.1,32.47758,48.49018
Tennessee,now-cast,25.38,47.7,32.60674,56.09048000000001
Arkansas,now-cast,41.34,51.28,41.2379,52.03127
Florida,now-cast,36.85,37.09,42.84417,45.8446
Rhode Island,now-cast,41.18,23.5,49.5117,33.44294
Texas,now-cast,32.0,39.0,36.67355,45.1434
Ohio,now-cast,46.0,43.0,46.63579,44.81131
Nevada,now-cast,45.0,46.0,45.47756,47.65926
New Hampshire,now-cast,44.0,40.0,44.40372,41.8839
Pennsylvania,now-cast,45.0,41.0,45.81426,42.92548
North Carolina,now-cast,39.0,45.0,39.83223,46.89127
Maine,now-cast,41.0,39.71,40.58815,40.33183
Hawaii,now-cast,47.31,27.69,55.40346,37.29303
Maine,now-cast,37.56,28.42,45.71958,38.11736
Texas,now-cast,40.0,40.0,42.11695,45.32221
Wisconsin,now-cast,39.0,37.0,41.2879,42.61439
South Dakota,now-cast,22.75,43.0,30.58206,52.00003
New York,now-cast,41.72,30.76,47.73162,39.58494
Florida,now-cast,47.55,46.4,47.84418,47.70424000000001
New Hampshire,now-cast,50.0,37.0,49.34676,39.24408
California,now-cast,47.55,27.38,53.56301,36.21056
Nevada,now-cast,41.0,40.0,43.80112,44.35028
Michigan,now-cast,44.0,40.0,42.56192,41.7818
Iowa,now-cast,36.2,29.81,43.61291,38.46827
Indiana,now-cast,35.1,32.52,41.74338,41.04813
Oregon,now-cast,47.0,32.0,49.37133,37.757
North Dakota,now-cast,23.8,45.58,31.86168,55.13768
Florida,now-cast,45.2,44.3,46.6108,48.15604
South Carolina,now-cast,43.47,50.55,43.57382,51.42037
South Carolina,now-cast,28.3,45.73,35.35229,53.86954
Kansas,now-cast,38.88,49.42,37.8894,49.34829000000001
Alaska,now-cast,30.0,39.0,34.35497,44.68636
Delaware,now-cast,44.1,22.13,43.69716,23.7532
Ohio,now-cast,41.0,41.0,42.73601,45.74829
Nevada,now-cast,44.0,44.0,45.74681,48.76527
Pennsylvania,now-cast,45.0,36.0,46.62357,40.57154
North Carolina,now-cast,48.0,38.0,49.53235,42.42816
New Hampshire,now-cast,44.0,44.0,43.60152,44.2356
Nebraska,now-cast,31.74,51.22,31.43797,51.82507
Alabama,now-cast,29.18,48.39,36.18659,56.46381
Nevada,now-cast,37.63,41.48,37.30289000000001,42.03705
Iowa,now-cast,40.55,49.46,40.40067,50.25472
Washington,now-cast,41.0,31.0,43.40347,36.81193
Montana,now-cast,29.77,60.2,28.23259,59.92432
West Virginia,now-cast,36.13,35.28,43.90821,44.20785
Nebraska,now-cast,29.11,41.65,36.73918,50.29164
Indiana,now-cast,33.33,53.13,32.18204,52.68653000000001
New Mexico,now-cast,30.14,29.76,37.80177,38.44417
Missouri,now-cast,35.77,53.43,35.35223,53.72733
Wyoming,now-cast,22.38,46.76,30.28315,56.09151
New Jersey,now-cast,48.0,37.0,49.67638,41.18516
Pennsylvania,now-cast,37.4,37.06,44.04289,45.5871
Alaska,now-cast,18.06,44.22,26.04756,53.67194
Florida,now-cast,47.0,44.0,45.55861,45.73534
Wisconsin,now-cast,43.01,27.71,49.77693,36.49774
Connecticut,now-cast,47.21,37.48,47.18805,38.42437
Montana,now-cast,27.8,34.93,35.68198,43.99694
New Jersey,now-cast,41.69,32.62,48.44115,41.37459000000001
District of Columbia,now-cast,47.85,21.78,56.18393,31.72613
Delaware,now-cast,37.37,30.62,45.11989000000001,39.73285
Rhode Island,now-cast,38.94,19.93,47.22565,30.19888
Oklahoma,now-cast,27.82,44.2,35.28672,52.62961
Montana,now-cast,39.93,46.87,38.15483,47.29985
Ohio,now-cast,49.0,47.5,49.35362,48.80865
New Hampshire,now-cast,41.0,41.0,43.26869,46.58563
Louisiana,now-cast,25.28,53.54,32.58818,61.76266999999999
Virginia,now-cast,47.35,37.51,47.31141,38.09579
Maryland,now-cast,40.59,28.62,47.79713,36.98228
Ohio,now-cast,36.04,33.55,42.74393,42.20536
California,now-cast,60.01,28.38,60.1882,29.10082
Massachusetts,now-cast,49.68,22.87,57.39749000000001,31.9664
Arkansas,now-cast,36.0,47.0,38.99126,51.76563
Alaska,now-cast,23.35,41.15,31.25766,50.25136
North Carolina,now-cast,46.37,43.72,46.40102,44.42618
Oregon,now-cast,44.09,28.75,51.53121,37.44898
Kansas,now-cast,30.0,43.0,32.27839,48.59814
Idaho,now-cast,11.78,42.37,19.59535,51.34763
New Hampshire,now-cast,34.78,20.7,43.0462,30.54949
Florida,now-cast,34.54,42.36,41.23265,50.99165
Maryland,now-cast,53.13,29.03,53.22341,29.83105
Louisiana,now-cast,34.25,54.2,34.53528,55.25311
Iowa,now-cast,44.0,41.0,44.24902,43.21534000000001
Oklahoma,now-cast,32.12,53.18,30.9617,52.85831
Delaware,now-cast,45.64,23.53,45.44915,24.49329
Tennessee,now-cast,35.0,44.0,35.46437,48.07243
Vermont,now-cast,43.01,12.63,51.18328,22.34692
Alabama,now-cast,40.11,52.94,40.02345,53.59751
West Virginia,now-cast,30.0,57.0,29.20113,58.99153
Idaho,now-cast,30.1,55.85,29.52341,56.50021
Tennessee,now-cast,26.46,49.74,26.68731,50.68331
Illinois,now-cast,42.41,25.35,49.09828,33.97247
New Hampshire,now-cast,47.0,42.0,47.69202,43.88934
Kentucky,now-cast,29.61,40.67,37.1246,49.16209
Minnesota,now-cast,43.91,33.76,43.34031,33.97354
Washington,now-cast,46.81,36.92,46.80937,37.73839
West Virginia,now-cast,39.41,54.04,39.39814000000001,55.23548
Ohio,now-cast,44.0,40.0,47.75201,44.17365
Illinois,now-cast,51.5,36.18,51.64177,36.96386
Colorado,now-cast,40.11,43.13,39.25656,43.07212
Kansas,now-cast,41.3,29.59,48.95637,38.26713
Connecticut,now-cast,39.0,31.8,46.76567,40.61979
Virginia,now-cast,50.38,37.08,50.36795,38.02437000000001
New Hampshire,now-cast,49.02,35.71,48.55715,36.66427
Colorado,now-cast,37.0,37.0,39.33897,42.70168
Ohio,now-cast,38.0,33.0,41.03541,39.42598
Texas,now-cast,33.42,40.37,40.08092,48.93499
Mississippi,now-cast,35.29,58.25,35.74337,59.66361
Arkansas,now-cast,34.5,35.13,42.13601,43.86725
Virginia,now-cast,43.0,36.0,45.10699,41.30518
Pennsylvania,now-cast,45.69,46.46,45.6612,46.93567
Colorado,now-cast,36.67,31.48,44.08356,40.13922
Tennessee,now-cast,28.63,41.49,36.13315,49.96715
Wisconsin,now-cast,42.89,39.63,42.99486,40.51183
Virginia,now-cast,40.36,32.04,47.57539000000001,40.41416
South Carolina,now-cast,33.23,40.95,40.53526,49.16886
Minnesota,now-cast,37.46,28.24,44.84462,36.85759
Illinois,now-cast,47.0,35.0,50.03223,39.42157
New York,now-cast,51.0,31.0,53.22009,36.49849
Florida,now-cast,49.08,45.16,49.67591,46.28282
Massachusetts,now-cast,53.07,31.09,53.24101,32.186
Washington,now-cast,42.92,25.27,50.38866,34.00848
Alabama,now-cast,18.35,55.11,25.60342,63.2612
New York,now-cast,43.02,31.27,49.74488,39.96938
California,now-cast,54.0,33.0,54.48786,34.95818
Mississippi,now-cast,20.26,56.57,27.56685,64.86607
Georgia,now-cast,31.5,39.2,38.54471,47.32865
Arkansas,now-cast,41.42,49.8,41.298,50.81079
California,now-cast,46.59,28.33,53.31746,37.03479
Iowa,now-cast,29.97,30.86,37.68433,39.61278
Arizona,now-cast,37.0,39.0,39.24603,44.54282
New York,now-cast,53.44,29.97,53.88644,31.07787
Texas,now-cast,28.51,51.13,28.40383,51.65147
Wyoming,now-cast,21.3,42.45,29.16335,52.06328
Oklahoma,now-cast,21.6,44.62,29.19523,53.30259
Nebraska,now-cast,27.75,55.65,27.428390000000004,56.52973000000001
Indiana,now-cast,31.0,40.0,32.64108,43.45075
Ohio,now-cast,37.0,40.0,39.18631,45.44074000000001
Missouri,now-cast,34.39,31.95,41.61463,40.33745
Hawaii,now-cast,41.35,23.55,49.40088,33.45441
North Carolina,now-cast,32.56,41.32,39.69085,49.57255
Nebraska,now-cast,23.7,45.78,31.46677,54.69252
Arizona,now-cast,41.65,47.86,41.37146,48.17638
Maine,now-cast,52.06,32.89,51.62932,33.82213
South Carolina,now-cast,44.55,48.91,44.63342,50.01545
Wisconsin,now-cast,43.0,31.0,42.9357,34.14396
New Mexico,now-cast,43.98,41.45,40.68931,40.29388
Kansas,now-cast,38.27,51.62,37.25988,51.82628
Arizona,now-cast,37.8,33.82,45.13416,42.365
West Virginia,now-cast,22.99,52.23,30.844340000000006,61.49186
Nevada,now-cast,27.78,35.62,35.49093,44.45768
District of Columbia,now-cast,44.27,25.62,52.55786,35.8923
Missouri,now-cast,33.97,52.69,33.56062,53.24208
Maine,now-cast,47.02,17.28,55.13604,27.28556
